Client ID,Server Round,Start Time,End Time
5,1,2024-01-20 23:35:47,2024-01-20 23:36:11
5,2,2024-01-20 23:36:20,2024-01-20 23:36:35
5,3,2024-01-20 23:36:42,2024-01-20 23:36:58
5,4,2024-01-20 23:37:06,2024-01-20 23:37:22
5,5,2024-01-20 23:37:29,2024-01-20 23:37:45
5,6,2024-01-20 23:37:53,2024-01-20 23:38:08
5,7,2024-01-20 23:38:16,2024-01-20 23:38:32
5,8,2024-01-20 23:38:39,2024-01-20 23:38:54
5,9,2024-01-20 23:39:02,2024-01-20 23:39:18
5,10,2024-01-20 23:39:25,2024-01-20 23:39:41
5,11,2024-01-20 23:39:48,2024-01-20 23:40:04
5,12,2024-01-20 23:40:11,2024-01-20 23:40:27
5,13,2024-01-20 23:40:34,2024-01-20 23:40:50
5,14,2024-01-20 23:40:57,2024-01-20 23:41:13
5,15,2024-01-20 23:41:20,2024-01-20 23:41:35
5,16,2024-01-20 23:41:43,2024-01-20 23:41:59
5,17,2024-01-20 23:42:06,2024-01-20 23:42:21
5,18,2024-01-20 23:42:30,2024-01-20 23:42:45
5,19,2024-01-20 23:42:52,2024-01-20 23:43:08
5,20,2024-01-20 23:43:16,2024-01-20 23:43:31
5,21,2024-01-20 23:43:40,2024-01-20 23:43:56
5,22,2024-01-20 23:44:04,2024-01-20 23:44:19
5,23,2024-01-20 23:44:26,2024-01-20 23:44:42
5,24,2024-01-20 23:44:49,2024-01-20 23:45:05
5,25,2024-01-20 23:45:12,2024-01-20 23:45:27
5,26,2024-01-20 23:45:35,2024-01-20 23:45:50
5,27,2024-01-20 23:45:59,2024-01-20 23:46:14
5,28,2024-01-20 23:46:22,2024-01-20 23:46:37
5,29,2024-01-20 23:46:45,2024-01-20 23:47:00
5,30,2024-01-20 23:47:08,2024-01-20 23:47:23
