Client ID,Server Round,Start Time,End Time
3,1,2024-01-20 22:40:55,2024-01-20 22:41:23
3,2,2024-01-20 22:41:34,2024-01-20 22:41:54
3,3,2024-01-20 22:42:14,2024-01-20 22:42:33
3,4,2024-01-20 22:42:44,2024-01-20 22:43:03
3,5,2024-01-20 22:43:14,2024-01-20 22:43:32
3,6,2024-01-20 22:43:46,2024-01-20 22:44:05
3,7,2024-01-20 22:44:16,2024-01-20 22:44:35
3,8,2024-01-20 22:44:45,2024-01-20 22:45:05
3,9,2024-01-20 22:45:14,2024-01-20 22:45:34
3,10,2024-01-20 22:45:44,2024-01-20 22:46:03
3,11,2024-01-20 22:46:14,2024-01-20 22:46:33
3,12,2024-01-20 22:46:43,2024-01-20 22:47:02
3,13,2024-01-20 22:47:12,2024-01-20 22:47:31
3,14,2024-01-20 22:47:41,2024-01-20 22:48:00
3,15,2024-01-20 22:48:10,2024-01-20 22:48:29
3,16,2024-01-20 22:48:39,2024-01-20 22:48:58
3,17,2024-01-20 22:49:09,2024-01-20 22:49:28
3,18,2024-01-20 22:49:38,2024-01-20 22:49:57
3,19,2024-01-20 22:50:07,2024-01-20 22:50:26
3,20,2024-01-20 22:50:37,2024-01-20 22:50:56
