Client ID,Server Round,Start Time,End Time
3,1,2024-01-20 23:35:47,2024-01-20 23:36:11
3,2,2024-01-20 23:36:19,2024-01-20 23:36:35
3,3,2024-01-20 23:36:42,2024-01-20 23:36:58
3,4,2024-01-20 23:37:06,2024-01-20 23:37:21
3,5,2024-01-20 23:37:29,2024-01-20 23:37:44
3,6,2024-01-20 23:37:53,2024-01-20 23:38:08
3,7,2024-01-20 23:38:16,2024-01-20 23:38:31
3,8,2024-01-20 23:38:39,2024-01-20 23:38:54
3,9,2024-01-20 23:39:02,2024-01-20 23:39:17
3,10,2024-01-20 23:39:25,2024-01-20 23:39:40
3,11,2024-01-20 23:39:49,2024-01-20 23:40:04
3,12,2024-01-20 23:40:12,2024-01-20 23:40:27
3,13,2024-01-20 23:40:34,2024-01-20 23:40:49
3,14,2024-01-20 23:40:57,2024-01-20 23:41:12
3,15,2024-01-20 23:41:20,2024-01-20 23:41:35
3,16,2024-01-20 23:41:43,2024-01-20 23:41:58
3,17,2024-01-20 23:42:06,2024-01-20 23:42:21
3,18,2024-01-20 23:42:30,2024-01-20 23:42:45
3,19,2024-01-20 23:42:52,2024-01-20 23:43:08
3,20,2024-01-20 23:43:15,2024-01-20 23:43:30
3,21,2024-01-20 23:43:41,2024-01-20 23:43:56
3,22,2024-01-20 23:44:03,2024-01-20 23:44:18
3,23,2024-01-20 23:44:26,2024-01-20 23:44:41
3,24,2024-01-20 23:44:49,2024-01-20 23:45:04
3,25,2024-01-20 23:45:12,2024-01-20 23:45:27
3,26,2024-01-20 23:45:35,2024-01-20 23:45:50
3,27,2024-01-20 23:45:59,2024-01-20 23:46:15
3,28,2024-01-20 23:46:22,2024-01-20 23:46:37
3,29,2024-01-20 23:46:45,2024-01-20 23:47:00
3,30,2024-01-20 23:47:08,2024-01-20 23:47:23
