timestamp, RAM%, GPU%, GPU inst power, GPU avg power, CPU%, CPU inst power, CPU avg power, tot inst power, tot avg power
2024-01-20 23:10:44.460060,5,0.0,0,0,6.0,2401,2401,8111,8111
2024-01-20 23:10:45.435105,5,0.0,0,0,8.0,1248,1824,6958,7534
2024-01-20 23:10:46.434813,5,0.0,0,0,2.62,960,1392,6670,7102
2024-01-20 23:10:47.447451,5,0.0,0,0,6.0,1729,1560,7439,7270
2024-01-20 23:10:48.469198,5,0.0,0,0,88.12,9203,5381,14909,11088
2024-01-20 23:10:49.470030,5,0.0,0,0,99.37,9874,7627,15578,13332
2024-01-20 23:10:50.468797,5,0.0,0,0,99.75,9970,8798,15674,14502
2024-01-20 23:10:51.459541,5,0.0,0,0,99.62,9970,9384,15810,15156
2024-01-20 23:10:52.490185,5,0.0,0,0,99.87,10162,9773,15866,15511
2024-01-20 23:10:53.470523,6,0.0,383,191,95.37,9778,9775,16022,15766
2024-01-20 23:10:54.466892,6,0.0,95,143,99.62,10059,9917,15937,15851
2024-01-20 23:10:55.469513,6,0.0,0,71,99.37,9676,9796,15516,15682
2024-01-20 23:10:56.476202,6,0.0,0,35,98.87,9491,9643,15331,15505
2024-01-20 23:10:57.470809,6,0.0,0,17,98.87,9491,9567,15194,15349
2024-01-20 23:10:58.470717,6,0.0,0,8,99.0,9568,9567,15402,15372
2024-01-20 23:10:59.460892,7,0.0,0,4,95.37,8408,8987,14336,14854
2024-01-20 23:11:00.452194,7,0.0,287,145,17.5,2966,5976,9245,12048
2024-01-20 23:11:01.452359,8,1.4,382,263,15.25,2296,4136,8574,10310
2024-01-20 23:11:02.455492,8,20.3,287,275,14.87,2200,3168,8385,9347
2024-01-20 23:11:03.457198,9,0.0,287,281,14.5,2296,2732,8481,8913
2024-01-20 23:11:04.456219,9,14.8,287,284,14.87,2200,2466,8383,8647
2024-01-20 23:11:05.457458,9,29.7,287,285,14.0,2104,2285,8289,8467
2024-01-20 23:11:06.460554,10,37.0,383,334,14.0,2202,2243,8483,8474
2024-01-20 23:11:07.465814,10,0.0,287,310,14.75,2296,2269,8521,8496
2024-01-20 23:11:08.463900,10,6.5,4784,2547,12.87,2199,2234,13840,11167
2024-01-20 23:11:09.464775,10,75.9,5269,3908,13.5,2202,2218,14468,12816
2024-01-20 23:11:10.465810,10,0.0,5180,4544,13.87,2205,2211,14294,13555
2024-01-20 23:11:11.466105,10,34.5,5468,5006,13.5,2109,2160,14582,14066
2024-01-20 23:11:12.495684,11,0.0,2880,3943,14.37,2398,2279,11957,13011
2024-01-20 23:11:13.495426,13,0.0,960,2451,12.12,1632,1955,8810,10909
2024-01-20 23:11:14.493749,12,0.0,768,1609,6.25,1440,1697,8194,9549
2024-01-20 23:11:15.462709,11,0.0,192,900,4.25,1056,1376,7076,8311
2024-01-20 23:11:16.462723,11,0.0,0,450,2.25,960,1168,6709,7509
2024-01-20 23:11:17.462672,11,0.0,0,225,3.0,960,1064,6709,7108
2024-01-20 23:11:18.463827,11,0.0,0,112,2.62,960,1012,6709,6906
2024-01-20 23:11:19.464001,11,0.0,0,56,2.87,960,986,6709,6808
2024-01-20 23:11:20.462792,11,0.0,0,28,2.75,960,973,6709,6756
2024-01-20 23:11:21.465975,11,0.0,0,14,2.87,960,966,6709,6731
2024-01-20 23:11:22.465887,11,0.0,0,7,2.75,959,962,6708,6719
2024-01-20 23:11:23.470195,11,0.0,0,3,2.75,958,960,6702,6709
2024-01-20 23:11:24.467008,11,0.0,0,1,2.75,955,957,6691,6698
2024-01-20 23:11:25.467377,11,0.0,0,0,2.5,954,955,6686,6690
2024-01-20 23:11:26.468152,11,0.0,0,0,3.12,954,954,6686,6687
2024-01-20 23:11:27.467077,11,0.0,0,0,2.62,954,954,6686,6686
2024-01-20 23:11:28.467504,11,0.0,0,0,2.5,954,954,6686,6686
2024-01-20 23:11:29.468987,11,0.0,0,0,2.87,954,954,6686,6686
2024-01-20 23:11:30.468114,11,0.0,0,0,2.87,954,954,6686,6686
2024-01-20 23:11:31.469426,11,0.0,0,0,2.87,954,954,6686,6686
2024-01-20 23:11:32.469419,11,0.0,0,0,2.62,954,954,6686,6686
2024-01-20 23:11:33.472254,11,0.0,0,0,2.75,954,954,6686,6686
2024-01-20 23:11:34.471295,11,0.0,0,0,2.75,954,954,6686,6686
2024-01-20 23:11:35.474364,11,0.0,0,0,2.87,954,954,6686,6686
2024-01-20 23:11:36.472385,11,0.0,0,0,2.87,954,954,6686,6686
2024-01-20 23:11:37.472528,11,0.0,0,0,2.87,954,954,6686,6686
2024-01-20 23:11:38.472429,11,0.0,0,0,2.5,954,954,6686,6686
2024-01-20 23:11:39.473608,11,0.0,0,0,2.75,954,954,6686,6686
2024-01-20 23:11:40.473804,11,0.0,0,0,2.37,954,954,6686,6686
2024-01-20 23:11:41.473665,11,0.0,0,0,2.75,954,954,6686,6686
2024-01-20 23:11:42.475772,11,0.0,0,0,3.12,954,954,6686,6686
2024-01-20 23:11:43.476515,11,0.0,0,0,3.0,954,954,6687,6686
2024-01-20 23:11:44.478794,12,0.0,0,0,9.62,1815,1384,7780,7231
2024-01-20 23:11:45.490471,12,0.0,0,0,9.87,2203,1793,8080,7655
2024-01-20 23:11:46.498110,12,0.0,0,0,19.87,2590,2191,8474,8064
2024-01-20 23:11:47.492030,13,0.0,0,0,18.25,2592,2391,8708,8384
2024-01-20 23:11:48.490935,15,0.0,0,0,15.5,2304,2347,8284,8332
2024-01-20 23:11:49.482961,15,0.0,672,336,8.87,1536,1941,8578,8454
2024-01-20 23:11:50.488282,15,67.2,4892,2614,12.75,2110,2025,13912,11182
2024-01-20 23:11:51.487100,15,0.0,5084,3849,13.75,2110,2067,14104,12641
2024-01-20 23:11:52.488984,15,89.1,5468,4658,13.5,2109,2088,14582,13610
2024-01-20 23:11:53.489509,15,0.0,5180,4919,13.5,2206,2147,14256,13933
2024-01-20 23:11:54.524680,17,0.0,1825,3372,15.75,2400,2273,10867,12398
2024-01-20 23:11:55.518636,17,0.0,768,2070,7.12,1440,1856,8194,10294
2024-01-20 23:11:56.492855,16,0.0,192,1131,6.25,1344,1600,7403,8847
2024-01-20 23:11:57.484839,15,0.0,0,565,3.62,1056,1328,6805,7825
2024-01-20 23:11:58.521851,17,0.0,0,282,7.5,1824,1576,8036,7930
2024-01-20 23:11:59.515565,17,0.0,0,141,6.37,1344,1460,7228,7578
2024-01-20 23:12:00.500953,16,0.0,0,70,6.12,1343,1401,7131,7353
2024-01-20 23:12:01.486940,15,0.0,0,35,3.25,1051,1226,6787,7069
2024-01-20 23:12:02.484917,15,0.0,0,17,2.87,954,1090,6686,6876
2024-01-20 23:12:03.488178,15,0.0,0,8,2.75,954,1022,6686,6780
2024-01-20 23:12:04.487074,15,0.0,0,4,3.0,954,988,6686,6733
2024-01-20 23:12:05.488315,15,0.0,0,2,3.12,954,971,6686,6709
2024-01-20 23:12:06.488524,15,0.0,0,1,2.62,954,962,6686,6695
2024-01-20 23:12:07.489312,15,0.0,0,0,2.75,954,958,6686,6690
2024-01-20 23:12:08.489269,15,0.0,0,0,2.75,954,956,6686,6688
2024-01-20 23:12:09.491451,15,0.0,0,0,2.75,954,955,6686,6687
2024-01-20 23:12:10.491399,15,0.0,0,0,2.37,954,954,6686,6686
2024-01-20 23:12:11.490610,15,0.0,0,0,3.25,954,954,6686,6686
2024-01-20 23:12:12.490588,15,0.0,0,0,2.87,954,954,6686,6686
2024-01-20 23:12:13.492556,15,0.0,0,0,2.5,954,954,6686,6686
2024-01-20 23:12:14.493762,15,0.0,0,0,2.87,954,954,6686,6686
2024-01-20 23:12:15.492508,15,0.0,0,0,2.37,954,954,6686,6686
2024-01-20 23:12:16.492561,15,0.0,0,0,2.62,954,954,6686,6686
2024-01-20 23:12:17.494804,15,0.0,0,0,3.25,954,954,6686,6686
2024-01-20 23:12:18.494617,15,0.0,0,0,3.12,954,954,6686,6686
2024-01-20 23:12:19.493815,15,0.0,0,0,2.62,954,954,6686,6686
2024-01-20 23:12:20.493696,15,0.0,0,0,2.87,954,954,6686,6686
2024-01-20 23:12:21.495597,15,0.0,0,0,2.87,954,954,6687,6686
2024-01-20 23:12:22.502778,16,0.0,0,0,12.87,2300,1627,8236,7461
2024-01-20 23:12:23.509934,16,0.0,0,0,18.75,2590,2108,8339,7898
2024-01-20 23:12:24.506586,16,0.0,0,0,16.75,2688,2398,8900,8398
2024-01-20 23:12:25.501831,16,99.3,672,336,9.25,1536,1967,8579,8488
2024-01-20 23:12:26.505641,16,83.6,4800,2568,12.87,2110,2038,13780,11133
2024-01-20 23:12:27.505863,16,0.0,5564,4065,13.5,2109,2073,14678,12904
2024-01-20 23:12:28.506839,16,0.3,5276,4671,13.37,2110,2091,14296,13597
2024-01-20 23:12:29.507564,16,62.4,5372,5021,13.62,2109,2100,14486,14041
2024-01-20 23:12:30.530464,18,0.0,1537,3279,11.87,1727,1913,9714,11877
2024-01-20 23:12:31.526741,17,0.0,672,1975,6.25,1344,1628,7964,9919
2024-01-20 23:12:32.502681,16,0.0,0,987,5.12,1152,1390,6940,8428
2024-01-20 23:12:33.509079,16,0.0,0,493,3.12,1056,1223,6805,7615
2024-01-20 23:12:34.536362,18,0.0,0,246,6.62,1536,1379,7556,7584
2024-01-20 23:12:35.531629,18,0.0,0,123,6.87,1344,1361,7131,7356
2024-01-20 23:12:36.503881,16,0.0,0,61,5.37,1150,1255,6933,7142
2024-01-20 23:12:37.503955,16,0.0,0,30,3.0,956,1105,6694,6916
2024-01-20 23:12:38.504788,16,0.0,0,15,2.75,955,1030,6689,6802
2024-01-20 23:12:39.504946,16,0.0,0,7,2.37,954,992,6686,6743
2024-01-20 23:12:40.505037,16,0.0,0,3,2.62,954,973,6686,6714
2024-01-20 23:12:41.506224,16,0.0,0,1,2.75,954,963,6686,6698
2024-01-20 23:12:42.507289,16,0.0,0,0,2.75,954,958,6686,6690
2024-01-20 23:12:43.507219,16,0.0,0,0,2.62,954,956,6686,6688
2024-01-20 23:12:44.509468,16,0.0,0,0,3.0,954,955,6686,6687
2024-01-20 23:12:45.508291,16,0.0,0,0,2.75,954,954,6686,6686
2024-01-20 23:12:46.508325,16,0.0,0,0,2.75,954,954,6686,6686
2024-01-20 23:12:47.509423,16,0.0,0,0,2.5,954,954,6686,6686
2024-01-20 23:12:48.509395,16,0.0,0,0,2.75,954,954,6686,6686
2024-01-20 23:12:49.509443,16,0.0,0,0,2.75,954,954,6686,6686
2024-01-20 23:12:50.510618,16,0.0,0,0,3.0,954,954,6686,6686
2024-01-20 23:12:51.510666,16,0.0,0,0,2.75,954,954,6686,6686
2024-01-20 23:12:52.511701,16,0.0,0,0,2.62,954,954,6686,6686
2024-01-20 23:12:53.512998,16,0.0,0,0,2.87,954,954,6686,6686
2024-01-20 23:12:54.513811,16,0.0,0,0,3.25,954,954,6686,6686
2024-01-20 23:12:55.514844,16,0.0,0,0,2.75,954,954,6686,6686
2024-01-20 23:12:56.512843,16,0.0,0,0,2.5,954,954,6686,6686
2024-01-20 23:12:57.529691,16,0.0,0,0,2.62,1051,1002,6787,6734
2024-01-20 23:12:58.526822,16,0.0,0,0,17.75,2395,1698,8137,7434
2024-01-20 23:12:59.526249,16,0.0,0,0,17.62,2590,2144,8799,8116
2024-01-20 23:13:00.524414,16,0.0,0,0,15.25,2592,2368,9035,8575
2024-01-20 23:13:01.519884,16,0.0,768,384,7.25,1536,1952,8674,8623
2024-01-20 23:13:02.523775,16,0.0,4704,2544,12.5,2110,2031,13588,11105
2024-01-20 23:13:03.525961,16,55.7,5468,4006,13.5,2109,2070,14582,12843
2024-01-20 23:13:04.525884,16,0.0,5180,4593,13.62,2110,2090,14200,13521
2024-01-20 23:13:05.526494,16,77.7,5468,5030,13.62,2109,2099,14582,14050
2024-01-20 23:13:06.545396,17,0.0,1729,3379,11.87,1632,1865,9675,11860
2024-01-20 23:13:07.547909,17,0.0,864,2121,5.5,1344,1604,8194,10026
2024-01-20 23:13:08.522546,16,0.0,288,1204,4.62,1151,1377,7264,8643
2024-01-20 23:13:09.551828,17,0.0,0,602,7.0,1726,1551,7938,8289
2024-01-20 23:13:10.546525,17,0.0,0,301,6.0,1344,1447,7131,7709
2024-01-20 23:13:11.533520,16,0.0,0,150,5.75,1344,1395,7131,7419
2024-01-20 23:13:12.522811,16,0.0,0,75,3.62,1051,1223,6787,7102
2024-01-20 23:13:13.524539,16,0.0,0,37,2.75,954,1088,6687,6893
2024-01-20 23:13:14.524828,16,0.0,0,18,2.5,954,1021,6686,6788
2024-01-20 23:13:15.526822,16,0.0,0,9,2.75,954,987,6686,6736
2024-01-20 23:13:16.524836,16,0.0,0,4,2.87,954,970,6686,6709
2024-01-20 23:13:17.525958,16,0.0,0,2,3.0,954,962,6686,6695
2024-01-20 23:13:18.525960,16,0.0,0,1,2.87,954,958,6686,6691
2024-01-20 23:13:19.526987,16,0.0,0,0,2.75,954,956,6686,6688
2024-01-20 23:13:20.526055,16,0.0,0,0,2.75,954,955,6686,6687
2024-01-20 23:13:21.530119,16,0.0,0,0,2.87,954,954,6645,6666
2024-01-20 23:13:22.528181,16,0.0,0,0,2.75,954,954,6645,6656
2024-01-20 23:13:23.530088,16,0.0,0,0,3.25,954,954,6645,6651
2024-01-20 23:13:24.530261,16,0.0,0,0,2.5,954,954,6645,6648
2024-01-20 23:13:25.529316,16,0.0,0,0,2.62,954,954,6645,6647
2024-01-20 23:13:26.530339,16,0.0,0,0,2.62,954,954,6645,6645
2024-01-20 23:13:27.531467,16,0.0,0,0,2.62,954,954,6645,6645
2024-01-20 23:13:28.531513,16,0.0,0,0,2.75,954,954,6645,6645
2024-01-20 23:13:29.533629,16,0.0,0,0,2.75,954,954,6645,6645
2024-01-20 23:13:30.533757,16,0.0,0,0,2.87,954,954,6645,6645
2024-01-20 23:13:31.533819,16,0.0,0,0,2.62,954,954,6645,6645
2024-01-20 23:13:32.554518,16,0.0,0,0,2.75,1050,1002,6744,6694
2024-01-20 23:13:33.550414,16,0.0,0,0,14.37,2395,1698,8368,7530
2024-01-20 23:13:34.572528,16,0.0,0,0,19.5,2590,2144,8433,7981
2024-01-20 23:13:35.547643,16,0.0,0,0,16.87,2688,2416,9131,8555
2024-01-20 23:13:36.543627,16,79.3,2976,1488,9.37,1918,2167,11496,10024
