time,server_round,train_loss,train_acc,val_loss,val_acc
2024-01-20 22:41:23,1,2.2400585554413874,0.16933333333333334,2.302618844168527,0.09243697478991597
2024-01-20 22:42:04,2,2.0693172176005477,0.20066666666666666,2.3023574011666432,0.09243697478991597
2024-01-20 22:42:34,3,1.868011385707532,0.25133333333333335,2.2947196619851247,0.11404561824729892
2024-01-20 22:43:03,4,1.727273631904085,0.3164,2.0200544595718384,0.2653061224489796
2024-01-20 22:43:33,5,1.6236584873522741,0.36933333333333335,1.7549378361020769,0.33613445378151263
2024-01-20 22:44:06,6,1.5185650506262052,0.4244,1.6976241384233748,0.382953181272509
2024-01-20 22:44:36,7,1.419088901099512,0.46826666666666666,1.7054320914404733,0.38055222088835533
2024-01-20 22:45:05,8,1.3334508487733745,0.5076,1.6983249528067452,0.4069627851140456
2024-01-20 22:45:34,9,1.2741771128218053,0.5308,1.6156950167247228,0.4141656662665066
2024-01-20 22:46:03,10,1.2127400636672974,0.5556,1.6081890719277518,0.42737094837935174
2024-01-20 22:46:33,11,1.1658860950146692,0.5693333333333334,1.617401429585048,0.4249699879951981
2024-01-20 22:47:02,12,1.099074768818031,0.6024,1.649855613708496,0.4369747899159664
2024-01-20 22:47:31,13,1.065946592112719,0.6125333333333334,1.58624872139522,0.44417767106842737
2024-01-20 22:48:00,14,1.0226376299130715,0.6257333333333334,1.6525053637368339,0.4489795918367347
2024-01-20 22:48:29,15,0.9863865446236174,0.6424,1.658462473324367,0.4429771908763505
2024-01-20 22:48:58,16,0.9409820932452961,0.6648,1.6379707540784563,0.47058823529411764
2024-01-20 22:49:28,17,0.9254294714685214,0.6672,1.656273705618722,0.44657863145258103
2024-01-20 22:49:58,18,0.8794513981221086,0.6838666666666666,1.6468846968242101,0.4525810324129652
2024-01-20 22:50:27,19,0.8519448547040002,0.6985333333333333,1.6324450629098075,0.4669867947178872
2024-01-20 22:50:56,20,0.8187625438480054,0.7116,1.6674413340432304,0.4777911164465786
