Client ID,Server Round,Start Time,End Time
5,1,2024-01-20 22:40:55,2024-01-20 22:41:23
5,2,2024-01-20 22:41:34,2024-01-20 22:41:58
5,3,2024-01-20 22:42:14,2024-01-20 22:42:33
5,4,2024-01-20 22:42:44,2024-01-20 22:43:03
5,5,2024-01-20 22:43:13,2024-01-20 22:43:33
5,6,2024-01-20 22:43:46,2024-01-20 22:44:06
5,7,2024-01-20 22:44:16,2024-01-20 22:44:36
5,8,2024-01-20 22:44:45,2024-01-20 22:45:05
5,9,2024-01-20 22:45:14,2024-01-20 22:45:34
5,10,2024-01-20 22:45:44,2024-01-20 22:46:03
5,11,2024-01-20 22:46:14,2024-01-20 22:46:33
5,12,2024-01-20 22:46:43,2024-01-20 22:47:02
5,13,2024-01-20 22:47:12,2024-01-20 22:47:31
5,14,2024-01-20 22:47:41,2024-01-20 22:48:00
5,15,2024-01-20 22:48:10,2024-01-20 22:48:29
5,16,2024-01-20 22:48:39,2024-01-20 22:48:58
5,17,2024-01-20 22:49:09,2024-01-20 22:49:28
5,18,2024-01-20 22:49:38,2024-01-20 22:49:57
5,19,2024-01-20 22:50:07,2024-01-20 22:50:26
5,20,2024-01-20 22:50:37,2024-01-20 22:50:56
