timestamp, RAM%, GPU%, GPU inst power, GPU avg power, CPU%, CPU inst power, CPU avg power, tot inst power, tot avg power
2024-01-20 22:40:33.368284,6,0.0,0,0,8.12,2496,2496,8031,8031
2024-01-20 22:40:34.339464,6,0.0,0,0,7.75,1248,1872,6690,7361
2024-01-20 22:40:35.339331,6,0.0,0,0,2.75,1057,1464,6498,6929
2024-01-20 22:40:36.353051,6,0.0,0,0,6.12,1825,1644,7361,7144
2024-01-20 22:40:37.364970,6,0.0,0,0,88.87,8999,5321,14525,10834
2024-01-20 22:40:38.372670,6,0.0,0,0,98.75,9663,7492,15188,13011
2024-01-20 22:40:39.368352,7,0.0,0,0,99.87,9759,8625,15285,14147
2024-01-20 22:40:40.370749,7,0.0,0,0,99.37,9759,9192,15325,14736
2024-01-20 22:40:41.379587,7,0.0,0,0,99.75,9950,9571,15476,15106
2024-01-20 22:40:42.370047,7,0.0,383,191,94.87,9568,9569,15636,15369
2024-01-20 22:40:43.372202,7,0.0,95,143,99.0,9855,9712,15555,15461
2024-01-20 22:40:44.374433,7,0.0,0,71,98.37,9191,9451,14760,15108
2024-01-20 22:40:45.372062,7,0.0,0,35,98.75,9287,9369,14816,14961
2024-01-20 22:40:46.374077,7,0.0,0,17,99.62,9478,9423,15236,15097
2024-01-20 22:40:47.371079,8,0.0,0,8,99.75,9478,9450,15044,15069
2024-01-20 22:40:48.349072,8,0.0,0,4,46.12,3170,6310,8706,11887
2024-01-20 22:40:49.348074,8,0.0,0,2,2.87,1249,3779,6691,9288
2024-01-20 22:40:50.349203,8,0.0,0,1,2.37,1057,2418,6498,7892
2024-01-20 22:40:51.348321,8,0.0,0,0,2.62,1057,1737,6498,7194
2024-01-20 22:40:52.351204,8,0.0,0,0,2.75,1057,1397,6498,6845
2024-01-20 22:40:53.351261,8,0.0,0,0,2.87,1057,1227,6498,6672
2024-01-20 22:40:54.350568,8,0.0,0,0,2.75,1057,1142,6498,6584
2024-01-20 22:40:55.357805,8,0.0,0,0,4.5,1345,1243,6787,6684
2024-01-20 22:40:56.358720,8,0.0,384,192,13.37,2113,1678,8192,7438
2024-01-20 22:40:57.360942,9,2.29,480,336,15.37,2305,1991,8520,7978
2024-01-20 22:40:58.363283,9,10.0,384,360,14.87,2305,2148,8464,8221
2024-01-20 22:40:59.367404,10,18.0,384,372,15.12,2305,2226,8424,8322
2024-01-20 22:41:00.366963,10,7.5,384,378,14.87,2209,2217,8328,8324
2024-01-20 22:41:01.368417,10,6.6,384,381,14.87,2209,2213,8328,8325
2024-01-20 22:41:02.370191,11,1.1,384,382,14.87,2497,2355,8616,8470
2024-01-20 22:41:03.371600,11,3.0,384,383,14.87,2305,2330,8424,8446
2024-01-20 22:41:04.376498,12,10.19,1248,815,15.37,2496,2413,9615,9029
2024-01-20 22:41:05.375465,12,83.6,6423,3619,13.5,2203,2308,15546,12287
2024-01-20 22:41:06.376517,12,99.0,6989,5304,12.5,2202,2255,16340,14313
2024-01-20 22:41:07.375639,12,43.5,7372,6338,13.12,2202,2228,16723,15516
2024-01-20 22:41:08.377425,12,0.0,7851,7094,12.75,2104,2166,17141,16327
2024-01-20 22:41:09.378610,12,76.8,7372,7233,12.5,2104,2135,16624,16474
2024-01-20 22:41:10.377189,12,99.2,7372,7302,12.25,2106,2120,16627,16549
2024-01-20 22:41:11.379431,12,0.0,7372,7337,13.12,2202,2161,16723,16635
2024-01-20 22:41:12.378648,12,5.3,7563,7450,12.75,2106,2133,16818,16726
2024-01-20 22:41:13.377611,12,99.6,7276,7363,12.75,2106,2119,16531,16627
2024-01-20 22:41:14.382650,12,19.1,7755,7559,12.5,2106,2112,17010,16818
2024-01-20 22:41:15.380799,12,5.0,7563,7561,12.75,2106,2109,16818,16817
2024-01-20 22:41:16.379836,12,99.4,7276,7418,12.62,2106,2107,16571,16692
2024-01-20 22:41:17.380824,12,17.1,7563,7490,13.12,2104,2105,16815,16752
2024-01-20 22:41:18.381459,12,99.1,7372,7431,12.5,2106,2105,16626,16688
2024-01-20 22:41:19.383599,12,0.0,7945,7688,12.5,2104,2104,17238,16961
2024-01-20 22:41:20.384069,12,56.5,7372,7530,12.75,2104,2104,16624,16792
2024-01-20 22:41:21.383116,12,64.7,7659,7594,12.5,2200,2152,17047,16918
2024-01-20 22:41:22.384502,12,9.8,7654,7623,12.87,2104,2128,16944,16930
2024-01-20 22:41:23.385633,12,99.0,7755,7689,12.25,2104,2116,17007,16968
2024-01-20 22:41:24.379706,12,0.0,2206,4947,13.25,1917,2016,10126,13544
2024-01-20 22:41:25.378650,12,0.0,1057,3002,2.75,1152,1584,7848,10695
2024-01-20 22:41:26.384918,12,0.0,480,1741,3.12,1057,1320,7058,8876
2024-01-20 22:41:27.383124,12,0.0,0,869,2.75,1057,1188,6498,7684
2024-01-20 22:41:28.380762,12,0.0,0,434,3.0,1057,1122,6459,7070
