time,server_round,loss,accuracy
2024-01-20 22:41:33,1,2.3030142784118652,0.10204081632653061
2024-01-20 22:42:12,2,2.3037829058510915,0.08523409363745499
2024-01-20 22:42:42,3,2.2991548606327603,0.11764705882352941
2024-01-20 22:43:12,4,2.0088458572115218,0.23169267707082833
2024-01-20 22:43:44,5,1.6936256885528564,0.33613445378151263
2024-01-20 22:44:14,6,1.594910400254386,0.3997599039615846
2024-01-20 22:44:44,7,1.5460502420152937,0.42737094837935174
2024-01-20 22:45:13,8,1.501071265765599,0.4561824729891957
2024-01-20 22:45:43,9,1.4667246852602278,0.47418967587034816
2024-01-20 22:46:13,10,1.4374863079616003,0.4729891956782713
2024-01-20 22:46:42,11,1.4326507193701608,0.4789915966386555
2024-01-20 22:47:11,12,1.3952701602663313,0.49819927971188477
2024-01-20 22:47:40,13,1.4158976588930403,0.4897959183673469
2024-01-20 22:48:08,14,1.4024001359939575,0.5042016806722689
2024-01-20 22:48:37,15,1.4149920770100184,0.5150060024009604
2024-01-20 22:49:07,16,1.389893548829215,0.5222088835534213
2024-01-20 22:49:37,17,1.435746533530099,0.517406962785114
2024-01-20 22:50:06,18,1.419840829713004,0.5210084033613446
2024-01-20 22:50:35,19,1.4068121910095215,0.5162064825930373
2024-01-20 22:51:05,20,1.4643951484135218,0.531812725090036
