time,server_round,train_loss,train_acc,val_loss,val_acc
2024-01-20 23:36:11,1,1.6591078851182581,0.3792,2.2900551046643938,0.12845138055222088
2024-01-20 23:36:35,2,1.5387296030076885,0.4342666666666667,1.8955626147133964,0.31932773109243695
2024-01-20 23:36:58,3,1.4206679231029447,0.4782666666666667,1.9298921823501587,0.31932773109243695
2024-01-20 23:37:21,4,1.291097982455108,0.5290666666666667,2.002118076596941,0.382953181272509
2024-01-20 23:37:44,5,1.1672782210980432,0.5808,1.9455806527818953,0.38055222088835533
2024-01-20 23:38:09,6,1.0753188365596835,0.6106666666666667,1.6787363971982683,0.453781512605042
2024-01-20 23:38:32,7,1.0026502316280947,0.6373333333333333,2.012113639286586,0.41656662665066024
2024-01-20 23:38:55,8,0.9333854125717939,0.6664,1.9626928738185339,0.45018007202881155
2024-01-20 23:39:18,9,0.8653793749162706,0.6898666666666666,1.9010582992008753,0.47058823529411764
2024-01-20 23:39:41,10,0.8055132768921933,0.7210666666666666,1.7563061032976424,0.5042016806722689
2024-01-20 23:40:04,11,0.7523926153021344,0.7321333333333333,1.9461325747626168,0.47058823529411764
2024-01-20 23:40:27,12,0.7568760463746927,0.7366666666666667,1.8570358923503332,0.4837935174069628
2024-01-20 23:40:50,13,0.6852192222061804,0.7597333333333334,1.6098881959915161,0.5126050420168067
2024-01-20 23:41:13,14,0.6417518121711279,0.7806666666666666,1.7652291229793005,0.5054021608643458
2024-01-20 23:41:36,15,0.6210894912986432,0.7836,1.7567657402583532,0.5210084033613446
2024-01-20 23:41:59,16,0.5601116903757645,0.8036,1.9805975641523088,0.49459783913565425
2024-01-20 23:42:22,17,0.5489890939098293,0.8077333333333333,1.801157866205488,0.5306122448979592
2024-01-20 23:42:45,18,0.4841703666468798,0.8378666666666666,1.5691588435854231,0.5894357743097239
2024-01-20 23:43:07,19,0.4845001844026275,0.8302666666666667,1.7674211944852556,0.5582232893157263
2024-01-20 23:43:31,20,0.4367987245826398,0.8509333333333333,1.6638615471976144,0.5678271308523409
2024-01-20 23:43:56,21,0.4359428513858278,0.8474666666666667,1.7628170081547327,0.5294117647058824
2024-01-20 23:44:19,22,0.45562927096577016,0.8418666666666667,1.8576053551265173,0.5126050420168067
2024-01-20 23:44:42,23,0.3648913063235202,0.8706666666666667,1.847398110798427,0.5474189675870348
2024-01-20 23:45:05,24,0.36113490997734715,0.8717333333333334,1.802352445466178,0.5558223289315727
2024-01-20 23:45:27,25,0.36634869014812727,0.8672,1.7521585736955916,0.575030012004802
2024-01-20 23:45:50,26,0.3755008078227609,0.8690666666666667,1.7613918270383562,0.575030012004802
2024-01-20 23:46:14,27,0.2856534668954752,0.904,1.8947585139955794,0.5630252100840336
2024-01-20 23:46:37,28,0.316533624873323,0.8862666666666666,1.9368807418005807,0.5486194477791116
2024-01-20 23:47:00,29,0.3269387536634833,0.8869333333333334,1.778348411832537,0.5486194477791116
2024-01-20 23:47:24,30,0.2683801489361262,0.9065333333333333,2.077331713267735,0.5546218487394958
