,data.num_clients,Client ID,client.local_epochs,strategy,server_kWh,round_energy_kWh,round_server_kWh
0,10,0,1,fedadagrad,0.04546474255908686,3.774871701219378e-05,7.59189519618542e-05
1,10,0,1,fedadam,0.018275081012115953,3.772657580199792e-05,7.3033935210986e-05
2,10,0,1,fedavg,0.018037147680745408,3.745335680144368e-05,6.012382560248469e-05
3,10,0,1,fedyogi,0.021899164027369983,3.754913619269445e-05,7.29972134245666e-05
4,10,0,3,fedadagrad,0.018665599750018386,0.00012697250858961787,0.00010090836400728786
5,10,0,3,fedadam,0.010148909322058239,0.00012768229230932502,0.00010148909322058241
6,10,0,3,fedavg,0.010119942324649066,0.00012953160225932176,0.00010119942324649066
7,10,0,3,fedyogi,0.01011489569412724,0.00012692200953803555,0.0001011489569412724
8,10,0,5,fedadagrad,0.01300248826576845,0.0002186505875097639,0.0001300248826576845
9,10,0,5,fedadam,0.01291069061975856,0.00021687118558629779,0.00012910690619758562
10,10,0,5,fedavg,0.012959641140093318,0.00022228110813772965,0.00012959641140093317
11,10,0,5,fedyogi,0.01288660087147508,0.00021799378743801945,0.00012886600871475079
12,10,1,1,fedadagrad,0.04546474255908686,3.889867134991767e-05,7.59189519618542e-05
13,10,1,1,fedadam,0.018275081012115953,4.006477289281944e-05,7.3033935210986e-05
14,10,1,1,fedavg,0.018037147680745408,3.850538816566867e-05,6.012382560248469e-05
15,10,1,1,fedyogi,0.021899164027369983,3.8629969529913335e-05,7.29972134245666e-05
16,10,1,3,fedadagrad,0.018665599750018386,0.0001340618727213496,0.00010090836400728786
17,10,1,3,fedadam,0.010148909322058239,0.00013493233237757502,0.00010148909322058241
18,10,1,3,fedavg,0.010119942324649066,0.000136875235507025,0.00010119942324649066
19,10,1,3,fedyogi,0.01011489569412724,0.00013490547388301223,0.0001011489569412724
20,10,1,5,fedadagrad,0.01300248826576845,0.00022721082912540648,0.0001300248826576845
21,10,1,5,fedadam,0.01291069061975856,0.0002288562663357611,0.00012910690619758562
22,10,1,5,fedavg,0.012959641140093318,0.00023480959492643057,0.00012959641140093317
23,10,1,5,fedyogi,0.01288660087147508,0.00023139020986128055,0.00012886600871475079
24,10,2,1,fedadagrad,0.04546474255908686,2.1476392951706112e-05,7.59189519618542e-05
25,10,2,1,fedadam,0.0219433749820347,2.256222467974722e-05,7.3144583273449e-05
26,10,2,1,fedavg,0.018037147680745408,2.1343738334089507e-05,6.012382560248469e-05
27,10,2,1,fedyogi,0.021899164027369983,2.1245949500270927e-05,7.29972134245666e-05
28,10,2,3,fedadagrad,0.018665599750018386,7.637297989178453e-05,0.00010090836400728786
29,10,2,3,fedadam,0.010148909322058239,7.694801339476167e-05,0.00010148909322058241
30,10,2,3,fedavg,0.010119942324649066,7.764394277466342e-05,0.00010119942324649066
31,10,2,3,fedyogi,0.01011489569412724,7.747016942369888e-05,0.0001011489569412724
32,10,2,5,fedadagrad,0.01300248826576845,0.00013319911106010601,0.0001300248826576845
33,10,2,5,fedadam,0.01291069061975856,0.00013232854128906335,0.00012910690619758562
