time,server_round,loss,accuracy
2024-01-20 22:56:34,1,2.0718623229435513,0.2460984393757503
2024-01-20 22:57:09,2,1.4978909662791662,0.46938775510204084
2024-01-20 22:57:44,3,1.3955226455415999,0.517406962785114
2024-01-20 22:58:19,4,1.3304722479411535,0.531812725090036
2024-01-20 22:58:55,5,1.3555692774908883,0.553421368547419
2024-01-20 22:59:30,6,1.3727901833398002,0.5522208883553421
2024-01-20 23:00:06,7,1.3970693009240287,0.5630252100840336
2024-01-20 23:00:41,8,1.4536299024309431,0.5738295318127251
2024-01-20 23:01:16,9,1.4573825257165092,0.581032412965186
2024-01-20 23:01:50,10,1.5257833685193742,0.5714285714285714
2024-01-20 23:02:25,11,1.5576711211885725,0.5906362545018007
2024-01-20 23:02:59,12,1.5612009423119682,0.5894357743097239
2024-01-20 23:03:34,13,1.6182863371712821,0.5882352941176471
2024-01-20 23:04:09,14,1.6635348285947527,0.595438175270108
2024-01-20 23:04:45,15,1.7340354408536638,0.5918367346938775
2024-01-20 23:05:20,16,1.7255966322762626,0.5906362545018007
2024-01-20 23:05:55,17,1.780674695968628,0.5942376950780313
2024-01-20 23:06:31,18,1.803146277155195,0.595438175270108
2024-01-20 23:07:05,19,1.8469354936054774,0.5858343337334934
2024-01-20 23:07:40,20,1.883285505431039,0.5918367346938775
