time,server_round,loss,accuracy
2024-01-20 23:11:56,1,2.307708603995187,0.09723889555822329
2024-01-20 23:12:33,2,1.8167776380266463,0.32533013205282113
2024-01-20 23:13:08,3,1.1552128451211112,0.5786314525810324
2024-01-20 23:13:42,4,0.9293577330453056,0.6746698679471789
2024-01-20 23:14:18,5,0.8368792704173497,0.7106842737094838
2024-01-20 23:14:53,6,0.7729019863264901,0.7563025210084033
2024-01-20 23:15:27,7,0.7468232767922538,0.773109243697479
2024-01-20 23:16:05,8,0.8232496380805969,0.7707082833133253
2024-01-20 23:16:41,9,0.8424339294433594,0.7827130852340937
2024-01-20 23:17:17,10,0.8027955634253365,0.7887154861944778
2024-01-20 23:17:51,11,0.8813609821455819,0.7791116446578632
2024-01-20 23:18:27,12,0.8842990909303937,0.8067226890756303
2024-01-20 23:19:02,13,0.8432565842356,0.7947178871548619
2024-01-20 23:19:38,14,0.884879503931318,0.787515006002401
2024-01-20 23:20:14,15,0.9213225841522217,0.7971188475390156
2024-01-20 23:20:49,16,0.9396547845431736,0.7887154861944778
2024-01-20 23:21:24,17,0.9317010300500053,0.7887154861944778
2024-01-20 23:21:58,18,1.0501768929617745,0.7899159663865546
2024-01-20 23:22:33,19,1.1252328327723913,0.7827130852340937
2024-01-20 23:23:09,20,1.020164625985282,0.7839135654261705
2024-01-20 23:23:44,21,1.27147490637643,0.7863145258103241
2024-01-20 23:24:19,22,1.1555786388260978,0.7971188475390156
2024-01-20 23:24:54,23,1.1898276124681746,0.7887154861944778
2024-01-20 23:25:30,24,1.3146048103060042,0.7815126050420168
2024-01-20 23:26:05,25,1.313014132635934,0.7791116446578632
2024-01-20 23:26:41,26,1.3067146709987096,0.7851140456182473
2024-01-20 23:27:16,27,1.5182075159890311,0.7851140456182473
2024-01-20 23:27:51,28,1.5013441613742284,0.7947178871548619
2024-01-20 23:28:28,29,1.3817338602883475,0.7815126050420168
2024-01-20 23:29:03,30,1.4466820444379533,0.7767106842737095
