Client ID,Server Round,Start Time,End Time
5,1,2024-01-20 23:11:14,2024-01-20 23:11:44
5,2,2024-01-20 23:12:00,2024-01-20 23:12:21
5,3,2024-01-20 23:12:36,2024-01-20 23:12:57
5,4,2024-01-20 23:13:11,2024-01-20 23:13:32
5,5,2024-01-20 23:13:46,2024-01-20 23:14:07
5,6,2024-01-20 23:14:21,2024-01-20 23:14:42
5,7,2024-01-20 23:14:56,2024-01-20 23:15:17
5,8,2024-01-20 23:15:31,2024-01-20 23:15:52
5,9,2024-01-20 23:16:07,2024-01-20 23:16:29
5,10,2024-01-20 23:16:45,2024-01-20 23:17:06
5,11,2024-01-20 23:17:19,2024-01-20 23:17:41
5,12,2024-01-20 23:17:55,2024-01-20 23:18:16
5,13,2024-01-20 23:18:30,2024-01-20 23:18:51
5,14,2024-01-20 23:19:06,2024-01-20 23:19:27
5,15,2024-01-20 23:19:41,2024-01-20 23:20:02
5,16,2024-01-20 23:20:16,2024-01-20 23:20:37
5,17,2024-01-20 23:20:52,2024-01-20 23:21:13
5,18,2024-01-20 23:21:27,2024-01-20 23:21:48
5,19,2024-01-20 23:22:01,2024-01-20 23:22:23
5,20,2024-01-20 23:22:36,2024-01-20 23:22:57
5,21,2024-01-20 23:23:12,2024-01-20 23:23:34
5,22,2024-01-20 23:23:47,2024-01-20 23:24:08
5,23,2024-01-20 23:24:22,2024-01-20 23:24:43
5,24,2024-01-20 23:24:58,2024-01-20 23:25:19
5,25,2024-01-20 23:25:33,2024-01-20 23:25:54
5,26,2024-01-20 23:26:08,2024-01-20 23:26:29
5,27,2024-01-20 23:26:44,2024-01-20 23:27:05
5,28,2024-01-20 23:27:19,2024-01-20 23:27:41
5,29,2024-01-20 23:27:54,2024-01-20 23:28:16
5,30,2024-01-20 23:28:30,2024-01-20 23:28:51
