Client ID,Server Round,Start Time,End Time
0,1,2024-01-20 22:28:50,2024-01-20 22:29:16
0,2,2024-01-20 22:29:24,2024-01-20 22:29:40
0,3,2024-01-20 22:29:48,2024-01-20 22:30:04
0,4,2024-01-20 22:30:12,2024-01-20 22:30:28
0,5,2024-01-20 22:30:36,2024-01-20 22:30:51
0,6,2024-01-20 22:31:00,2024-01-20 22:31:16
0,7,2024-01-20 22:31:24,2024-01-20 22:31:40
0,8,2024-01-20 22:31:48,2024-01-20 22:32:04
0,9,2024-01-20 22:32:11,2024-01-20 22:32:27
0,10,2024-01-20 22:32:36,2024-01-20 22:32:51
0,11,2024-01-20 22:32:59,2024-01-20 22:33:15
0,12,2024-01-20 22:33:23,2024-01-20 22:33:38
0,13,2024-01-20 22:33:45,2024-01-20 22:34:01
0,14,2024-01-20 22:34:09,2024-01-20 22:34:24
0,15,2024-01-20 22:34:31,2024-01-20 22:34:47
0,16,2024-01-20 22:34:55,2024-01-20 22:35:10
0,17,2024-01-20 22:35:18,2024-01-20 22:35:33
0,18,2024-01-20 22:35:41,2024-01-20 22:35:57
0,19,2024-01-20 22:36:05,2024-01-20 22:36:20
0,20,2024-01-20 22:36:29,2024-01-20 22:36:44
