time,server_round,loss,accuracy
2024-01-20 22:29:24,1,2.301864113126482,0.12725090036014405
2024-01-20 22:29:48,2,2.3051136561802457,0.09723889555822329
2024-01-20 22:30:12,3,2.157649517059326,0.19567827130852342
2024-01-20 22:30:35,4,1.4387617451804025,0.4765906362545018
2024-01-20 22:30:59,5,1.3974921703338623,0.5018007202881153
2024-01-20 22:31:23,6,1.4356502294540405,0.49819927971188477
2024-01-20 22:31:48,7,1.4549181801932198,0.517406962785114
2024-01-20 22:32:11,8,1.4471609933035714,0.5234093637454982
2024-01-20 22:32:35,9,1.494101779801505,0.5342136854741897
2024-01-20 22:32:59,10,1.5365750789642334,0.5378151260504201
2024-01-20 22:33:21,11,1.541927354676383,0.5354141656662665
2024-01-20 22:33:44,12,1.5319131101880754,0.5426170468187275
2024-01-20 22:34:08,13,1.6134568452835083,0.531812725090036
2024-01-20 22:34:31,14,1.6733811412538802,0.5306122448979592
2024-01-20 22:34:54,15,1.7728796345846993,0.5270108043217286
2024-01-20 22:35:17,16,1.843400001525879,0.5306122448979592
2024-01-20 22:35:41,17,1.8353261947631836,0.5282112845138055
2024-01-20 22:36:04,18,1.9010447093418665,0.5210084033613446
2024-01-20 22:36:28,19,1.9410408735275269,0.5282112845138055
2024-01-20 22:36:52,20,1.9926251343318395,0.5078031212484994
