timestamp, RAM%, GPU%, GPU inst power, GPU avg power, CPU%, CPU inst power, CPU avg power, tot inst power, tot avg power
2024-01-20 22:28:28.475678,6,0.0,0,0,7.62,2496,2496,8031,8031
2024-01-20 22:28:29.450810,6,0.0,0,0,7.87,1344,1920,6784,7406
2024-01-20 22:28:30.450621,6,0.0,0,0,2.62,1056,1488,6495,6951
2024-01-20 22:28:31.462420,6,0.0,0,0,6.0,1921,1704,7456,7203
2024-01-20 22:28:32.484800,6,0.0,0,0,87.87,9089,5396,14613,10908
2024-01-20 22:28:33.476703,6,0.0,0,0,99.37,9752,7573,15277,13091
2024-01-20 22:28:34.475701,6,0.0,0,0,99.37,9848,8711,15413,14252
2024-01-20 22:28:35.477854,6,0.0,0,0,99.37,9855,9283,15419,14836
2024-01-20 22:28:36.483646,7,0.0,0,0,99.25,10046,9664,15571,15203
2024-01-20 22:28:37.474334,7,0.0,478,239,95.12,9657,9660,15819,15510
2024-01-20 22:28:38.498744,7,0.0,191,215,99.5,9950,9805,15744,15627
2024-01-20 22:28:39.496979,7,0.0,0,107,98.37,9280,9542,14941,15282
2024-01-20 22:28:40.481263,7,0.0,0,53,97.75,9280,9411,14847,15063
2024-01-20 22:28:41.487903,7,0.0,0,26,99.12,9568,9489,15324,15191
2024-01-20 22:28:42.478467,7,0.0,0,13,99.5,9472,9480,15133,15161
2024-01-20 22:28:43.459394,7,0.0,0,6,40.75,2976,6228,8511,11835
2024-01-20 22:28:44.462494,7,0.0,0,3,2.62,1249,3738,6689,9261
2024-01-20 22:28:45.459550,7,0.0,0,1,3.25,1057,2397,6498,7878
2024-01-20 22:28:46.460595,7,0.0,0,0,2.62,1057,1727,6498,7187
2024-01-20 22:28:47.463482,7,0.0,0,0,2.75,1057,1392,6497,6842
2024-01-20 22:28:48.460546,7,0.0,0,0,3.12,1057,1224,6497,6668
2024-01-20 22:28:49.463811,7,0.0,0,0,2.62,1057,1140,6497,6581
2024-01-20 22:28:50.462783,7,0.0,0,0,2.62,1057,1098,6497,6538
2024-01-20 22:28:51.473854,7,0.0,0,0,6.0,1825,1461,7361,6948
2024-01-20 22:28:52.472147,8,0.0,480,240,15.87,2592,2026,8902,7923
2024-01-20 22:28:53.473797,8,0.0,480,360,15.25,2400,2213,8710,8317
2024-01-20 22:28:54.478433,9,29.5,480,420,15.25,2400,2306,8710,8513
2024-01-20 22:28:55.477799,9,8.1,480,450,14.5,2496,2401,8806,8659
2024-01-20 22:28:56.480540,10,7.4,384,417,14.75,2305,2353,8519,8588
2024-01-20 22:28:57.480183,10,7.4,480,448,14.62,2305,2329,8519,8552
2024-01-20 22:28:58.482456,11,9.9,480,463,15.12,2496,2412,8806,8678
