time,server_round,loss,accuracy
2024-01-20 22:29:24,1,2.3034801483154297,0.1056422569027611
2024-01-20 22:29:48,2,2.3117129462105885,0.09243697478991597
2024-01-20 22:30:12,3,2.1786506857190813,0.16326530612244897
2024-01-20 22:30:35,4,1.4731540169034685,0.48739495798319327
2024-01-20 22:30:59,5,1.4194260665348597,0.5054021608643458
2024-01-20 22:31:23,6,1.433511461530413,0.5102040816326531
2024-01-20 22:31:48,7,1.4254650558744157,0.5222088835534213
2024-01-20 22:32:11,8,1.468383720942906,0.5258103241296519
2024-01-20 22:32:35,9,1.4928180490221297,0.5282112845138055
2024-01-20 22:32:59,10,1.5155617168971471,0.5366146458583433
2024-01-20 22:33:22,11,1.552677137511117,0.539015606242497
2024-01-20 22:33:45,12,1.5283225774765015,0.5294117647058824
2024-01-20 22:34:08,13,1.6382795912878854,0.5330132052821128
2024-01-20 22:34:31,14,1.6762161425181799,0.5258103241296519
2024-01-20 22:34:54,15,1.7452199799673898,0.5270108043217286
2024-01-20 22:35:17,16,1.8172706535884313,0.5138055222088835
2024-01-20 22:35:41,17,1.8624265704836165,0.5234093637454982
2024-01-20 22:36:04,18,1.8900011948176794,0.5234093637454982
2024-01-20 22:36:28,19,1.9696417365755354,0.5066026410564226
2024-01-20 22:36:51,20,1.9792879819869995,0.5126050420168067
