Client ID,Server Round,Start Time,End Time
1,1,2024-01-20 22:28:50,2024-01-20 22:29:16
1,2,2024-01-20 22:29:24,2024-01-20 22:29:40
1,3,2024-01-20 22:29:48,2024-01-20 22:30:04
1,4,2024-01-20 22:30:12,2024-01-20 22:30:28
1,5,2024-01-20 22:30:36,2024-01-20 22:30:52
1,6,2024-01-20 22:31:00,2024-01-20 22:31:15
1,7,2024-01-20 22:31:24,2024-01-20 22:31:40
1,8,2024-01-20 22:31:48,2024-01-20 22:32:04
1,9,2024-01-20 22:32:11,2024-01-20 22:32:27
1,10,2024-01-20 22:32:36,2024-01-20 22:32:51
1,11,2024-01-20 22:32:59,2024-01-20 22:33:15
1,12,2024-01-20 22:33:22,2024-01-20 22:33:38
1,13,2024-01-20 22:33:45,2024-01-20 22:34:01
1,14,2024-01-20 22:34:09,2024-01-20 22:34:24
1,15,2024-01-20 22:34:31,2024-01-20 22:34:47
1,16,2024-01-20 22:34:55,2024-01-20 22:35:10
1,17,2024-01-20 22:35:18,2024-01-20 22:35:34
1,18,2024-01-20 22:35:41,2024-01-20 22:35:57
1,19,2024-01-20 22:36:05,2024-01-20 22:36:22
1,20,2024-01-20 22:36:29,2024-01-20 22:36:45
