time,server_round,loss,accuracy
2024-01-20 23:36:19,1,2.3471339089529857,0.10324129651860744
2024-01-20 23:36:42,2,2.3331503868103027,0.10324129651860744
2024-01-20 23:37:05,3,1.5692235742296492,0.44057623049219685
2024-01-20 23:37:28,4,1.332565154348101,0.5210084033613446
2024-01-20 23:37:52,5,1.2885065419333321,0.5498199279711885
2024-01-20 23:38:16,6,1.335468053817749,0.5474189675870348
2024-01-20 23:38:38,7,1.287664268698011,0.5642256902761105
2024-01-20 23:39:02,8,1.2862495183944702,0.5666266506602641
2024-01-20 23:39:25,9,1.279255986213684,0.581032412965186
2024-01-20 23:39:48,10,1.2760132721492223,0.5894357743097239
2024-01-20 23:40:11,11,1.27116744858878,0.6086434573829532
2024-01-20 23:40:34,12,1.2596648250307356,0.6050420168067226
2024-01-20 23:40:57,13,1.3119328022003174,0.617046818727491
2024-01-20 23:41:20,14,1.2990479469299316,0.6266506602641057
2024-01-20 23:41:43,15,1.3370747906821114,0.6146458583433373
2024-01-20 23:42:06,16,1.327913522720337,0.6050420168067226
2024-01-20 23:42:29,17,1.3526153223855155,0.6194477791116446
2024-01-20 23:42:52,18,1.3348061527524675,0.6350540216086434
2024-01-20 23:43:15,19,1.3631649698529924,0.6194477791116446
2024-01-20 23:43:40,20,1.2956594399043493,0.6254501800720288
2024-01-20 23:44:03,21,1.3594815560749598,0.6278511404561825
2024-01-20 23:44:26,22,1.4460664306368147,0.6158463385354142
2024-01-20 23:44:48,23,1.3985775538853236,0.6194477791116446
2024-01-20 23:45:11,24,1.6005569185529436,0.581032412965186
2024-01-20 23:45:34,25,1.4354764563696725,0.602641056422569
2024-01-20 23:45:58,26,1.4051412854875838,0.6242496998799519
2024-01-20 23:46:21,27,1.502710257257734,0.617046818727491
2024-01-20 23:46:44,28,1.5244670765740531,0.6134453781512605
2024-01-20 23:47:07,29,1.4990479435239519,0.6254501800720288
2024-01-20 23:47:31,30,1.5222384929656982,0.617046818727491
