Client ID,Server Round,Start Time,End Time
4,1,2024-01-20 22:28:50,2024-01-20 22:29:16
4,2,2024-01-20 22:29:24,2024-01-20 22:29:40
4,3,2024-01-20 22:29:48,2024-01-20 22:30:04
4,4,2024-01-20 22:30:12,2024-01-20 22:30:28
4,5,2024-01-20 22:30:36,2024-01-20 22:30:51
4,6,2024-01-20 22:31:00,2024-01-20 22:31:15
4,7,2024-01-20 22:31:24,2024-01-20 22:31:39
4,8,2024-01-20 22:31:48,2024-01-20 22:32:04
4,9,2024-01-20 22:32:11,2024-01-20 22:32:27
4,10,2024-01-20 22:32:36,2024-01-20 22:32:51
4,11,2024-01-20 22:33:00,2024-01-20 22:33:15
4,12,2024-01-20 22:33:23,2024-01-20 22:33:38
4,13,2024-01-20 22:33:45,2024-01-20 22:34:01
4,14,2024-01-20 22:34:09,2024-01-20 22:34:24
4,15,2024-01-20 22:34:31,2024-01-20 22:34:47
4,16,2024-01-20 22:34:55,2024-01-20 22:35:10
4,17,2024-01-20 22:35:18,2024-01-20 22:35:33
4,18,2024-01-20 22:35:41,2024-01-20 22:35:57
4,19,2024-01-20 22:36:05,2024-01-20 22:36:21
4,20,2024-01-20 22:36:29,2024-01-20 22:36:44
