Client ID,Server Round,Start Time,End Time
3,1,2024-01-20 22:05:05,2024-01-20 22:05:41
3,2,2024-01-20 22:05:54,2024-01-20 22:06:17
3,3,2024-01-20 22:06:26,2024-01-20 22:06:47
3,4,2024-01-20 22:06:57,2024-01-20 22:07:19
3,5,2024-01-20 22:07:29,2024-01-20 22:07:50
3,6,2024-01-20 22:07:59,2024-01-20 22:08:20
3,7,2024-01-20 22:08:32,2024-01-20 22:08:53
3,8,2024-01-20 22:09:04,2024-01-20 22:09:26
3,9,2024-01-20 22:09:36,2024-01-20 22:09:57
3,10,2024-01-20 22:10:07,2024-01-20 22:10:29
3,11,2024-01-20 22:10:37,2024-01-20 22:10:58
3,12,2024-01-20 22:11:07,2024-01-20 22:11:28
3,13,2024-01-20 22:11:37,2024-01-20 22:11:57
3,14,2024-01-20 22:12:07,2024-01-20 22:12:29
3,15,2024-01-20 22:12:39,2024-01-20 22:13:00
3,16,2024-01-20 22:13:10,2024-01-20 22:13:31
3,17,2024-01-20 22:13:42,2024-01-20 22:14:02
3,18,2024-01-20 22:14:13,2024-01-20 22:14:34
3,19,2024-01-20 22:14:43,2024-01-20 22:15:05
3,20,2024-01-20 22:15:18,2024-01-20 22:15:38
