timestamp, RAM%, GPU%, GPU inst power, GPU avg power, CPU%, CPU inst power, CPU avg power, tot inst power, tot avg power
2024-01-20 23:35:19.996062,5,0.0,0,0,6.0,2305,2305,8019,8019
2024-01-20 23:35:20.967518,5,0.0,0,0,7.62,1248,1776,6958,7488
2024-01-20 23:35:21.967298,5,0.0,0,0,2.62,960,1368,6673,7080
2024-01-20 23:35:22.977882,5,0.0,0,0,6.12,1729,1548,7439,7258
2024-01-20 23:35:23.998156,5,0.0,0,0,88.75,9203,5375,14949,11102
2024-01-20 23:35:25.008783,5,0.0,0,0,99.12,9950,7662,15785,13441
2024-01-20 23:35:25.993280,5,0.0,0,0,99.5,10032,8847,15862,14652
2024-01-20 23:35:26.998468,5,0.0,0,0,99.12,9937,9392,15766,15209
2024-01-20 23:35:27.992245,5,0.0,0,0,99.75,10128,9760,15862,15535
2024-01-20 23:35:29.000630,6,0.0,382,191,93.62,9841,9800,16115,15824
2024-01-20 23:35:29.999068,6,0.0,95,143,99.5,10128,9964,15996,15909
2024-01-20 23:35:31.008640,6,0.0,0,71,99.87,9459,9711,15288,15597
2024-01-20 23:35:32.000790,6,0.0,0,35,99.12,9459,9585,15291,15443
2024-01-20 23:35:33.001990,7,0.0,0,17,99.87,9746,9665,15713,15576
2024-01-20 23:35:33.998654,7,0.0,0,8,99.5,9555,9610,15291,15433
2024-01-20 23:35:34.986314,7,0.0,191,99,59.75,4592,7101,10735,13083
2024-01-20 23:35:35.983334,7,0.9,383,241,15.75,2492,4796,8817,10948
2024-01-20 23:35:36.985886,8,24.9,384,312,15.12,2304,3550,8635,9790
2024-01-20 23:35:37.988032,8,0.0,288,300,14.87,2208,2879,8444,9117
2024-01-20 23:35:38.988656,9,7.9,288,294,15.0,2208,2543,8444,8779
2024-01-20 23:35:39.990175,9,14.8,288,291,14.37,2112,2327,8308,8542
2024-01-20 23:35:40.992142,9,4.2,288,289,14.37,2304,2315,8540,8539
2024-01-20 23:35:41.992039,10,0.0,288,288,13.62,2112,2213,8348,8442
2024-01-20 23:35:42.991823,10,99.2,480,384,12.75,1824,2018,8444,8442
2024-01-20 23:35:43.996239,10,12.8,2209,1296,13.87,2304,2161,10691,9565
2024-01-20 23:35:44.996286,10,0.0,2401,1848,15.0,2304,2232,10979,10271
