time,server_round,loss,accuracy
2024-01-20 23:11:57,1,2.30698105267116,0.10324129651860744
2024-01-20 23:12:32,2,1.8440262419836861,0.3385354141656663
2024-01-20 23:13:08,3,1.2204572643552507,0.5510204081632653
2024-01-20 23:13:43,4,1.0460626227515084,0.6254501800720288
2024-01-20 23:14:18,5,0.988196781703404,0.6410564225690276
2024-01-20 23:14:53,6,0.9578250220843724,0.6686674669867947
2024-01-20 23:15:28,7,0.9512594597680228,0.6938775510204082
2024-01-20 23:16:04,8,1.0280465909412928,0.7034813925570228
2024-01-20 23:16:41,9,1.0434706551688058,0.6998799519807923
2024-01-20 23:17:17,10,1.0758191091673714,0.7022809123649459
2024-01-20 23:17:53,11,1.1827075566564287,0.709483793517407
2024-01-20 23:18:27,12,1.1824846012251717,0.7010804321728692
2024-01-20 23:19:03,13,1.1607583590916224,0.7142857142857143
2024-01-20 23:19:38,14,1.1599594354629517,0.7166866746698679
2024-01-20 23:20:14,15,1.1994936636516027,0.7082833133253301
2024-01-20 23:20:49,16,1.192697354725429,0.7190876350540216
2024-01-20 23:21:24,17,1.2061881678445,0.7154861944777912
2024-01-20 23:21:59,18,1.2874393633433752,0.7142857142857143
2024-01-20 23:22:33,19,1.4311015095029558,0.7058823529411765
2024-01-20 23:23:10,20,1.3008751273155212,0.7154861944777912
2024-01-20 23:23:45,21,1.6542905909674508,0.7130852340936374
2024-01-20 23:24:19,22,1.4454898493630546,0.7274909963985594
2024-01-20 23:24:54,23,1.5415130002158028,0.7166866746698679
2024-01-20 23:25:30,24,1.5948174680982317,0.7142857142857143
2024-01-20 23:26:05,25,1.6889894689832414,0.7058823529411765
2024-01-20 23:26:41,26,1.6666238478251867,0.7130852340936374
2024-01-20 23:27:17,27,1.8523915154593331,0.7106842737094838
2024-01-20 23:27:52,28,1.8613348688398088,0.7226890756302521
2024-01-20 23:28:28,29,1.701875022479466,0.7106842737094838
2024-01-20 23:29:03,30,1.8472975151879447,0.7166866746698679
