Client ID,Server Round,Start Time,End Time
4,1,2024-01-20 23:11:14,2024-01-20 23:11:44
4,2,2024-01-20 23:11:59,2024-01-20 23:12:20
4,3,2024-01-20 23:12:35,2024-01-20 23:12:56
4,4,2024-01-20 23:13:11,2024-01-20 23:13:32
4,5,2024-01-20 23:13:45,2024-01-20 23:14:07
4,6,2024-01-20 23:14:21,2024-01-20 23:14:42
4,7,2024-01-20 23:14:56,2024-01-20 23:15:17
4,8,2024-01-20 23:15:31,2024-01-20 23:15:52
4,9,2024-01-20 23:16:07,2024-01-20 23:16:29
4,10,2024-01-20 23:16:45,2024-01-20 23:17:06
4,11,2024-01-20 23:17:20,2024-01-20 23:17:41
4,12,2024-01-20 23:17:55,2024-01-20 23:18:16
4,13,2024-01-20 23:18:31,2024-01-20 23:18:52
4,14,2024-01-20 23:19:05,2024-01-20 23:19:27
4,15,2024-01-20 23:19:41,2024-01-20 23:20:03
4,16,2024-01-20 23:20:16,2024-01-20 23:20:38
4,17,2024-01-20 23:20:52,2024-01-20 23:21:13
4,18,2024-01-20 23:21:26,2024-01-20 23:21:47
4,19,2024-01-20 23:22:01,2024-01-20 23:22:22
4,20,2024-01-20 23:22:36,2024-01-20 23:22:57
4,21,2024-01-20 23:23:12,2024-01-20 23:23:34
4,22,2024-01-20 23:23:46,2024-01-20 23:24:07
4,23,2024-01-20 23:24:22,2024-01-20 23:24:44
4,24,2024-01-20 23:24:58,2024-01-20 23:25:19
4,25,2024-01-20 23:25:33,2024-01-20 23:25:54
4,26,2024-01-20 23:26:08,2024-01-20 23:26:29
4,27,2024-01-20 23:26:44,2024-01-20 23:27:05
4,28,2024-01-20 23:27:19,2024-01-20 23:27:41
4,29,2024-01-20 23:27:54,2024-01-20 23:28:16
4,30,2024-01-20 23:28:30,2024-01-20 23:28:52
