time,server_round,loss,accuracy
2024-01-20 22:56:34,1,2.026735714503697,0.25570228091236497
2024-01-20 22:57:09,2,1.561048882348197,0.44537815126050423
2024-01-20 22:57:43,3,1.4103045122964042,0.4969987995198079
2024-01-20 22:58:19,4,1.3295490060533797,0.5294117647058824
2024-01-20 22:58:54,5,1.3543482337679182,0.5618247298919568
2024-01-20 22:59:29,6,1.343254668372018,0.5594237695078031
2024-01-20 23:00:05,7,1.3885458707809448,0.5522208883553421
2024-01-20 23:00:40,8,1.436599612236023,0.5654261704681873
2024-01-20 23:01:15,9,1.459371907370431,0.5702280912364946
2024-01-20 23:01:50,10,1.493634751864842,0.5738295318127251
2024-01-20 23:02:24,11,1.5620927980967931,0.5666266506602641
2024-01-20 23:03:00,12,1.6411099604197912,0.5786314525810324
2024-01-20 23:03:35,13,1.6789028474262782,0.5726290516206483
2024-01-20 23:04:09,14,1.7160125119345528,0.5738295318127251
2024-01-20 23:04:45,15,1.7635404893330164,0.5714285714285714
2024-01-20 23:05:21,16,1.8434902770178658,0.5642256902761105
2024-01-20 23:05:56,17,1.8697223322732108,0.5702280912364946
2024-01-20 23:06:31,18,1.9766227858407157,0.56062424969988
2024-01-20 23:07:05,19,2.0106548070907593,0.5630252100840336
2024-01-20 23:07:40,20,2.028405257633754,0.5678271308523409
