Client ID,Server Round,Start Time,End Time
5,1,2024-01-20 22:05:05,2024-01-20 22:05:42
5,2,2024-01-20 22:05:54,2024-01-20 22:06:15
5,3,2024-01-20 22:06:26,2024-01-20 22:06:47
5,4,2024-01-20 22:06:57,2024-01-20 22:07:18
5,5,2024-01-20 22:07:29,2024-01-20 22:07:51
5,6,2024-01-20 22:07:59,2024-01-20 22:08:21
5,7,2024-01-20 22:08:32,2024-01-20 22:08:53
5,8,2024-01-20 22:09:04,2024-01-20 22:09:25
5,9,2024-01-20 22:09:35,2024-01-20 22:09:56
5,10,2024-01-20 22:10:07,2024-01-20 22:10:28
5,11,2024-01-20 22:10:37,2024-01-20 22:10:58
5,12,2024-01-20 22:11:07,2024-01-20 22:11:28
5,13,2024-01-20 22:11:37,2024-01-20 22:11:58
5,14,2024-01-20 22:12:07,2024-01-20 22:12:28
5,15,2024-01-20 22:12:39,2024-01-20 22:13:00
5,16,2024-01-20 22:13:10,2024-01-20 22:13:31
5,17,2024-01-20 22:13:42,2024-01-20 22:14:03
5,18,2024-01-20 22:14:13,2024-01-20 22:14:33
5,19,2024-01-20 22:14:43,2024-01-20 22:15:04
5,20,2024-01-20 22:15:18,2024-01-20 22:15:38
