time,server_round,train_loss,train_acc,val_loss,val_acc
2024-01-20 22:41:24,1,2.237136764041448,0.16506666666666667,2.30260215486799,0.0936374549819928
2024-01-20 22:41:58,2,2.086854544736571,0.19733333333333333,2.3026650633130754,0.09723889555822329
2024-01-20 22:42:33,3,1.8716626955290971,0.26106666666666667,2.294001272746495,0.09843937575030012
2024-01-20 22:43:03,4,1.7219459161920063,0.3194666666666667,2.0156238419669017,0.22208883553421369
2024-01-20 22:43:33,5,1.6033192630541526,0.38693333333333335,1.7309213536126273,0.31932773109243695
2024-01-20 22:44:06,6,1.494988944570897,0.4384,1.685072387967791,0.3457382953181273
2024-01-20 22:44:35,7,1.3957076234332586,0.4861333333333333,1.6594612768718175,0.39015606242497
2024-01-20 22:45:05,8,1.3017014345880282,0.5321333333333333,1.6210943119866508,0.40456182472989194
2024-01-20 22:45:33,9,1.2413379459057825,0.5533333333333333,1.6151212113244193,0.4249699879951981
2024-01-20 22:46:03,10,1.172244187128746,0.5801333333333333,1.5880698135920934,0.4057623049219688
2024-01-20 22:46:33,11,1.1139764836279011,0.5978666666666667,1.6627875055585588,0.4057623049219688
2024-01-20 22:47:02,12,1.085555281679509,0.6052,1.5687943867274694,0.43937575030012005
2024-01-20 22:47:31,13,1.0274201732570842,0.6261333333333333,1.5796988351004464,0.44657863145258103
2024-01-20 22:48:00,14,0.9809382941763279,0.6512,1.614657657487052,0.43217286914765907
2024-01-20 22:48:29,15,0.9441960029682871,0.6634666666666666,1.6367659228188651,0.4189675870348139
2024-01-20 22:48:58,16,0.9105852024029877,0.6754666666666667,1.6696898596627372,0.4225690276110444
2024-01-20 22:49:28,17,0.8825651296114517,0.6834666666666667,1.6860158954347884,0.46938775510204084
2024-01-20 22:49:58,18,0.849617978273812,0.7010666666666666,1.6251523835318429,0.4429771908763505
2024-01-20 22:50:26,19,0.8190270722922632,0.7118666666666666,1.6768698181424821,0.46338535414165666
2024-01-20 22:50:56,20,0.7918739328950138,0.7116,1.6896106345312936,0.44057623049219685
