Client ID,Server Round,Start Time,End Time
0,1,2024-01-20 22:40:55,2024-01-20 22:41:24
0,2,2024-01-20 22:41:34,2024-01-20 22:41:58
0,3,2024-01-20 22:42:14,2024-01-20 22:42:33
0,4,2024-01-20 22:42:43,2024-01-20 22:43:03
0,5,2024-01-20 22:43:13,2024-01-20 22:43:33
0,6,2024-01-20 22:43:46,2024-01-20 22:44:06
0,7,2024-01-20 22:44:16,2024-01-20 22:44:35
0,8,2024-01-20 22:44:46,2024-01-20 22:45:05
0,9,2024-01-20 22:45:14,2024-01-20 22:45:33
0,10,2024-01-20 22:45:44,2024-01-20 22:46:03
0,11,2024-01-20 22:46:14,2024-01-20 22:46:33
0,12,2024-01-20 22:46:43,2024-01-20 22:47:02
0,13,2024-01-20 22:47:12,2024-01-20 22:47:31
0,14,2024-01-20 22:47:41,2024-01-20 22:48:00
0,15,2024-01-20 22:48:10,2024-01-20 22:48:29
0,16,2024-01-20 22:48:39,2024-01-20 22:48:58
0,17,2024-01-20 22:49:09,2024-01-20 22:49:28
0,18,2024-01-20 22:49:38,2024-01-20 22:49:58
0,19,2024-01-20 22:50:07,2024-01-20 22:50:26
0,20,2024-01-20 22:50:37,2024-01-20 22:50:56
