Client ID,Server Round,Start Time,End Time
2,1,2024-01-20 22:28:50,2024-01-20 22:29:16
2,2,2024-01-20 22:29:24,2024-01-20 22:29:40
2,3,2024-01-20 22:29:48,2024-01-20 22:30:04
2,4,2024-01-20 22:30:12,2024-01-20 22:30:28
2,5,2024-01-20 22:30:36,2024-01-20 22:30:51
2,6,2024-01-20 22:31:00,2024-01-20 22:31:15
2,7,2024-01-20 22:31:24,2024-01-20 22:31:39
2,8,2024-01-20 22:31:48,2024-01-20 22:32:04
2,9,2024-01-20 22:32:11,2024-01-20 22:32:27
2,10,2024-01-20 22:32:36,2024-01-20 22:32:51
2,11,2024-01-20 22:33:00,2024-01-20 22:33:15
2,12,2024-01-20 22:33:22,2024-01-20 22:33:38
2,13,2024-01-20 22:33:45,2024-01-20 22:34:01
2,14,2024-01-20 22:34:09,2024-01-20 22:34:24
2,15,2024-01-20 22:34:31,2024-01-20 22:34:47
2,16,2024-01-20 22:34:55,2024-01-20 22:35:10
2,17,2024-01-20 22:35:18,2024-01-20 22:35:33
2,18,2024-01-20 22:35:41,2024-01-20 22:35:57
2,19,2024-01-20 22:36:05,2024-01-20 22:36:20
2,20,2024-01-20 22:36:29,2024-01-20 22:36:44
