time,server_round,train_loss,train_acc,val_loss,val_acc
2024-01-20 22:29:16,1,1.6186371051659019,0.3916,2.3042287145342146,0.09963985594237695
2024-01-20 22:29:40,2,1.4192925610784757,0.47986666666666666,2.3246847902025496,0.08883553421368548
2024-01-20 22:30:04,3,1.2725299435146784,0.5345333333333333,2.14805337360927,0.13805522208883553
2024-01-20 22:30:28,4,1.1777107846938957,0.5710666666666666,1.5339608192443848,0.4237695078031212
2024-01-20 22:30:51,5,1.0680549862021107,0.6113333333333333,1.7074839728219169,0.45018007202881155
2024-01-20 22:31:15,6,0.9972768850245718,0.6470666666666667,1.7503660576684135,0.4477791116446579
2024-01-20 22:31:39,7,0.9102295303748826,0.6734666666666667,1.7650800602776664,0.46218487394957986
2024-01-20 22:32:04,8,0.8332334514391624,0.702,1.7587362357548304,0.4657863145258103
2024-01-20 22:32:27,9,0.7644900396718817,0.728,1.901122042110988,0.453781512605042
2024-01-20 22:32:51,10,0.7361274250483109,0.7449333333333333,1.8436239276613509,0.48739495798319327
2024-01-20 22:33:15,11,0.6629427620920084,0.7649333333333334,2.007998994418553,0.47058823529411764
2024-01-20 22:33:38,12,0.6547932690483028,0.7682666666666667,1.931054609162467,0.48619447779111646
2024-01-20 22:34:01,13,0.5729786182864237,0.8013333333333333,2.0814226354871477,0.49339735894357745
2024-01-20 22:34:24,14,0.5382615226810261,0.8104,2.037239534514291,0.48139255702280914
2024-01-20 22:34:47,15,0.5136341917312751,0.8176,2.203117745263236,0.4669867947178872
2024-01-20 22:35:10,16,0.4635209456338721,0.8368,2.2004599571228027,0.4897959183673469
2024-01-20 22:35:33,17,0.4351381331177081,0.8484,2.272416591644287,0.4777911164465786
2024-01-20 22:35:57,18,0.47081761087401436,0.8388,2.3029849358967374,0.44537815126050423
2024-01-20 22:36:20,19,0.3840974031363503,0.8638666666666667,2.43277416910444,0.48139255702280914
2024-01-20 22:36:44,20,0.38092911975868676,0.8669333333333333,2.3298370327268327,0.4717887154861945
