timestamp, RAM%, GPU%, GPU inst power, GPU avg power, CPU%, CPU inst power, CPU avg power, tot inst power, tot avg power
2024-01-20 22:28:23.011528,5,0.0,0,0,5.87,2209,2209,7923,7923
2024-01-20 22:28:23.990553,5,0.0,0,0,7.62,1248,1728,6962,7442
2024-01-20 22:28:24.991320,5,0.0,0,0,2.62,960,1344,6673,7058
2024-01-20 22:28:26.001100,5,0.0,0,0,6.87,1729,1536,7439,7248
2024-01-20 22:28:27.017833,5,0.0,0,0,89.12,9203,5369,14949,11097
2024-01-20 22:28:28.020120,5,0.0,0,0,99.5,9964,7666,15708,13401
2024-01-20 22:28:29.011578,5,0.0,0,0,99.62,10059,8862,15803,14601
2024-01-20 22:28:30.023821,5,0.0,0,0,99.62,10066,9464,15906,15253
2024-01-20 22:28:31.018267,5,0.0,0,0,100.0,10162,9813,15906,15579
2024-01-20 22:28:32.019381,5,0.0,382,191,95.12,9752,9782,16030,15803
2024-01-20 22:28:33.027685,6,0.0,95,143,99.62,10128,9955,15996,15899
2024-01-20 22:28:34.040259,6,0.0,0,71,99.37,9459,9707,15291,15594
2024-01-20 22:28:35.037358,6,0.0,0,35,99.25,9459,9583,15291,15441
2024-01-20 22:28:36.034037,7,0.0,0,17,100.0,9746,9664,15711,15574
2024-01-20 22:28:37.019773,7,0.0,0,8,99.75,9555,9609,15291,15431
2024-01-20 22:28:38.010780,7,1.9,191,99,66.37,5067,7338,11306,13366
2024-01-20 22:28:39.007565,7,0.0,383,241,15.62,2585,4961,9002,11183
2024-01-20 22:28:40.006448,7,23.7,383,312,15.25,2297,3629,8714,9948
2024-01-20 22:28:41.010825,8,17.8,383,347,14.25,2202,2915,8523,9234
2024-01-20 22:28:42.011011,8,14.8,287,317,14.62,2202,2558,8387,8809
2024-01-20 22:28:43.014903,9,7.5,287,302,14.75,2203,2380,8390,8598
2024-01-20 22:28:44.014146,9,46.3,288,295,14.37,2496,2438,8691,8643
2024-01-20 22:28:45.015539,10,0.0,288,291,13.87,2208,2323,8444,8543
2024-01-20 22:28:46.015020,10,99.5,480,385,12.87,2208,2265,8828,8684
2024-01-20 22:28:47.017044,10,0.0,576,480,8.5,1632,1949,8349,8515
2024-01-20 22:28:48.018385,10,12.2,2305,1392,14.5,2400,2174,10979,9746
2024-01-20 22:28:49.018437,10,0.0,2305,1848,15.25,2400,2287,10979,10362
2024-01-20 22:28:50.019351,10,29.7,2401,2124,15.0,2400,2343,11075,10717
2024-01-20 22:28:51.026252,10,6.1,2017,2070,15.12,2496,2419,10691,10702
2024-01-20 22:28:52.014966,10,0.0,1056,1563,8.5,1343,1881,8346,9524
2024-01-20 22:28:53.015043,10,0.0,480,1021,2.75,1056,1468,7364,8442
2024-01-20 22:28:54.014974,10,0.0,0,509,2.87,960,1214,6709,7573
2024-01-20 22:28:55.020184,10,0.0,0,254,2.62,960,1087,6709,7140
2024-01-20 22:28:56.019599,10,0.0,0,127,2.62,960,1023,6669,6903
2024-01-20 22:28:57.018551,10,0.0,0,63,2.5,960,991,6669,6784
2024-01-20 22:28:58.018640,10,0.0,0,31,3.0,960,975,6669,6725
2024-01-20 22:28:59.018728,10,0.0,0,15,3.25,960,967,6669,6695
2024-01-20 22:29:00.018837,10,0.0,0,7,2.5,960,963,6669,6681
2024-01-20 22:29:01.019698,10,0.0,0,3,2.37,958,960,6662,6670
2024-01-20 22:29:02.020664,10,0.0,0,1,2.62,958,959,6659,6664
2024-01-20 22:29:03.020932,10,0.0,0,0,2.87,958,958,6659,6661
2024-01-20 22:29:04.021717,10,0.0,0,0,3.0,958,958,6659,6659
2024-01-20 22:29:05.023990,10,0.0,0,0,2.75,958,958,6659,6659
2024-01-20 22:29:06.021942,10,0.0,0,0,2.37,958,958,6659,6659
2024-01-20 22:29:07.022000,10,0.0,0,0,2.75,958,958,6659,6659
2024-01-20 22:29:08.022030,10,0.0,0,0,2.62,958,958,6659,6659
2024-01-20 22:29:09.023122,10,0.0,0,0,2.75,958,958,6659,6659
2024-01-20 22:29:10.023126,10,0.0,0,0,2.62,958,958,6659,6659
2024-01-20 22:29:11.025056,10,0.0,0,0,2.62,958,958,6659,6659
2024-01-20 22:29:12.025172,10,0.0,0,0,2.75,958,958,6659,6659
2024-01-20 22:29:13.024221,10,0.0,0,0,2.87,958,958,6700,6680
2024-01-20 22:29:14.025348,10,0.0,0,0,3.12,958,958,6700,6690
2024-01-20 22:29:15.024407,10,0.0,0,0,2.62,958,958,6700,6695
2024-01-20 22:29:16.028493,10,0.0,0,0,2.5,958,958,6700,6697
2024-01-20 22:29:17.038821,10,0.0,0,0,4.25,1150,1054,6894,6795
2024-01-20 22:29:18.033801,11,0.0,0,0,12.25,2304,1679,8053,7423
2024-01-20 22:29:19.035347,11,28.5,288,144,14.12,2112,1895,8363,7891
2024-01-20 22:29:20.033037,11,23.5,2017,1080,13.87,2304,2099,10499,9193
2024-01-20 22:29:21.034504,11,30.9,2305,1692,15.37,2400,2249,10883,10036
2024-01-20 22:29:22.034380,11,0.0,2305,1998,15.0,2400,2324,10979,10505
2024-01-20 22:29:23.035914,11,30.5,2401,2199,15.25,2400,2362,11075,10788
2024-01-20 22:29:24.029998,11,0.0,1248,1723,11.12,1536,1949,8770,9778
2024-01-20 22:29:25.063317,11,0.0,960,1341,4.12,1439,1694,8385,9081
2024-01-20 22:29:26.032105,11,0.0,287,814,4.37,1054,1374,7164,8120
2024-01-20 22:29:27.031094,11,0.0,0,407,3.12,958,1166,6700,7409
2024-01-20 22:29:28.031290,11,0.0,0,202,2.25,958,1062,6700,7054
2024-01-20 22:29:29.034338,11,0.0,0,101,3.0,958,1010,6700,6876
2024-01-20 22:29:30.034477,11,0.0,0,50,2.5,958,984,6702,6787
2024-01-20 22:29:31.034503,11,0.0,0,25,3.0,958,971,6702,6744
2024-01-20 22:29:32.035601,11,0.0,0,12,2.75,958,964,6700,6720
2024-01-20 22:29:33.035674,11,0.0,0,6,2.75,958,961,6700,6709
2024-01-20 22:29:34.036722,11,0.0,0,3,2.75,958,959,6700,6704
2024-01-20 22:29:35.036756,11,0.0,0,1,3.25,958,958,6700,6701
2024-01-20 22:29:36.037741,11,0.0,0,0,2.87,958,958,6700,6700
2024-01-20 22:29:37.037903,11,0.0,0,0,2.75,958,958,6700,6700
2024-01-20 22:29:38.037995,11,0.0,0,0,2.37,958,958,6700,6700
2024-01-20 22:29:39.038037,11,0.0,0,0,2.87,958,958,6700,6700
2024-01-20 22:29:40.039154,11,0.0,0,0,2.75,958,958,6700,6700
2024-01-20 22:29:41.048944,11,0.0,0,0,3.37,1150,1054,6894,6797
2024-01-20 22:29:42.053769,11,0.0,0,0,10.75,2112,1583,7861,7328
2024-01-20 22:29:43.044718,11,89.7,384,192,11.5,1727,1655,8114,7720
2024-01-20 22:29:44.048051,11,45.5,2113,1152,14.25,2304,1979,10595,9156
2024-01-20 22:29:45.049093,11,38.0,2401,1776,15.62,2304,2141,10979,10065
2024-01-20 22:29:46.048199,11,0.8,2497,2136,15.25,2304,2222,11075,10568
2024-01-20 22:29:47.049925,11,0.0,2497,2316,15.25,2304,2263,10979,10772
2024-01-20 22:29:48.047262,11,0.0,1152,1734,8.25,1344,1803,8443,9606
2024-01-20 22:29:49.083800,11,0.0,576,1155,4.5,1344,1573,7867,8736
2024-01-20 22:29:50.044512,11,0.0,191,673,4.25,1054,1313,7068,7901
2024-01-20 22:29:51.044447,11,0.0,0,336,2.87,958,1135,6700,7298
2024-01-20 22:29:52.044600,11,0.0,0,168,2.62,958,1046,6700,6998
2024-01-20 22:29:53.046841,11,0.0,0,84,2.62,958,1002,6700,6848
2024-01-20 22:29:54.046923,11,0.0,0,42,2.75,958,980,6700,6773
2024-01-20 22:29:55.046940,11,0.0,0,21,2.75,958,969,6700,6736
2024-01-20 22:29:56.047942,11,0.0,0,10,3.37,1053,1011,6795,6765
2024-01-20 22:29:57.047214,11,0.0,0,5,2.62,958,984,6700,6731
2024-01-20 22:29:58.048117,11,0.0,0,2,2.5,958,971,6700,6715
2024-01-20 22:29:59.048199,11,0.0,0,1,2.87,958,964,6702,6708
2024-01-20 22:30:00.049218,11,0.0,0,0,2.87,958,961,6700,6703
2024-01-20 22:30:01.051210,11,0.0,0,0,2.75,958,959,6700,6701
2024-01-20 22:30:02.050428,11,0.0,0,0,2.62,958,958,6700,6700
2024-01-20 22:30:03.051266,11,0.0,0,0,3.12,958,958,6700,6700
2024-01-20 22:30:04.051503,11,0.0,0,0,3.12,958,958,6700,6700
2024-01-20 22:30:05.074740,11,0.0,0,0,4.12,1246,1102,6990,6845
2024-01-20 22:30:06.056000,11,0.0,0,0,4.87,1056,1079,6805,6823
2024-01-20 22:30:07.061196,11,0.0,0,0,13.0,2304,1691,8092,7456
2024-01-20 22:30:08.060352,11,0.0,2017,1008,14.25,2304,1997,10499,8976
2024-01-20 22:30:09.061380,11,0.0,2305,1655,15.5,2304,2150,10787,9879
2024-01-20 22:30:10.061361,11,0.0,2401,2028,15.37,2304,2227,10883,10379
2024-01-20 22:30:11.066054,11,0.0,2401,2214,15.12,2304,2265,10883,10629
2024-01-20 22:30:12.057270,11,0.0,1152,1682,10.75,1536,1900,8635,9630
2024-01-20 22:30:13.073287,11,0.0,576,1129,2.87,1248,1574,7770,8700
2024-01-20 22:30:14.057039,11,0.0,191,660,5.5,1054,1314,7028,7863
2024-01-20 22:30:15.058217,11,0.0,0,330,2.5,958,1136,6659,7259
2024-01-20 22:30:16.057101,11,0.0,0,165,2.5,958,1047,6662,6959
2024-01-20 22:30:17.056279,11,0.0,0,82,2.75,958,1002,6659,6809
2024-01-20 22:30:18.057411,11,0.0,0,41,2.87,958,980,6659,6734
2024-01-20 22:30:19.059551,11,0.0,0,20,2.12,958,969,6659,6695
2024-01-20 22:30:20.058519,11,0.0,0,10,3.0,958,963,6659,6677
2024-01-20 22:30:21.060458,11,0.0,0,5,2.87,958,960,6659,6668
2024-01-20 22:30:22.060610,11,0.0,0,2,2.62,958,959,6659,6663
2024-01-20 22:30:23.059600,11,0.0,0,1,2.75,958,958,6659,6661
2024-01-20 22:30:24.060647,11,0.0,0,0,3.0,958,958,6659,6659
2024-01-20 22:30:25.060723,11,0.0,0,0,2.62,958,958,6659,6659
2024-01-20 22:30:26.063741,11,0.0,0,0,2.87,958,958,6659,6659
2024-01-20 22:30:27.062894,11,0.0,0,0,2.87,958,958,6659,6659
