time,server_round,loss,accuracy
2024-01-20 22:29:24,1,2.304296152932303,0.09723889555822329
2024-01-20 22:29:48,2,2.3159324441637312,0.08523409363745499
2024-01-20 22:30:12,3,2.1713643414633617,0.17767106842737096
2024-01-20 22:30:35,4,1.4269439833504813,0.5006002400960384
2024-01-20 22:30:59,5,1.3451166152954102,0.5222088835534213
2024-01-20 22:31:23,6,1.3929818868637085,0.5282112845138055
2024-01-20 22:31:48,7,1.4124400445393153,0.539015606242497
2024-01-20 22:32:11,8,1.3944440909794398,0.5474189675870348
2024-01-20 22:32:35,9,1.3999772753034319,0.5546218487394958
2024-01-20 22:32:59,10,1.4314832857676916,0.5594237695078031
2024-01-20 22:33:22,11,1.4314900125776018,0.5738295318127251
2024-01-20 22:33:45,12,1.4346096856253487,0.5678271308523409
2024-01-20 22:34:08,13,1.4855219977242606,0.575030012004802
2024-01-20 22:34:31,14,1.555571402822222,0.5510204081632653
2024-01-20 22:34:54,15,1.5710357768195016,0.56062424969988
2024-01-20 22:35:17,16,1.6694257940564836,0.5630252100840336
2024-01-20 22:35:41,17,1.7047794546399797,0.5666266506602641
2024-01-20 22:36:04,18,1.6959254230771745,0.5510204081632653
2024-01-20 22:36:29,19,1.8019414458956038,0.5366146458583433
2024-01-20 22:36:52,20,1.7318827765328544,0.553421368547419
