timestamp, RAM%, GPU%, GPU inst power, GPU avg power, CPU%, CPU inst power, CPU avg power, tot inst power, tot avg power
2024-01-20 23:10:55.037897,6,0.0,0,0,8.25,2494,2494,8059,8059
2024-01-20 23:10:56.017350,6,0.0,0,0,7.5,1344,1919,6817,7438
2024-01-20 23:10:57.015205,6,0.0,0,0,2.75,1056,1487,6529,6983
2024-01-20 23:10:58.024727,6,0.0,0,0,6.75,1822,1654,7389,7184
2024-01-20 23:10:59.051896,6,0.0,0,0,87.62,9172,5413,14766,10976
2024-01-20 23:11:00.057675,6,0.0,0,0,99.25,9841,7627,15436,13205
2024-01-20 23:11:01.046851,6,0.0,0,0,99.87,9937,8782,15532,14368
2024-01-20 23:11:02.069853,7,0.0,0,0,99.5,9937,9359,15534,14950
2024-01-20 23:11:03.048164,7,0.0,0,0,100.0,10032,9695,15629,15288
2024-01-20 23:11:04.034942,7,0.0,382,191,94.37,9650,9672,15786,15536
2024-01-20 23:11:05.071227,7,0.0,95,143,99.25,9841,9756,15613,15572
2024-01-20 23:11:06.051197,7,0.0,0,71,99.62,9370,9563,14968,15269
2024-01-20 23:11:07.044674,7,0.0,0,35,99.75,9465,9514,15063,15163
2024-01-20 23:11:08.040837,7,0.0,0,17,99.12,9650,9582,15341,15251
2024-01-20 23:11:09.039637,8,0.0,0,8,99.5,9650,9616,15341,15294
2024-01-20 23:11:10.024058,8,0.0,0,4,44.25,3069,6342,8676,11985
2024-01-20 23:11:11.022197,8,0.0,0,2,2.5,1248,3795,6720,9352
2024-01-20 23:11:12.025143,8,0.0,0,1,3.12,1056,2425,6529,7939
2024-01-20 23:11:13.027618,8,0.0,0,0,3.12,1152,1788,6625,7280
2024-01-20 23:11:14.028738,8,0.0,0,0,5.12,1344,1566,6913,7095
2024-01-20 23:11:15.039022,8,0.0,0,0,11.0,2304,1935,7913,7503
2024-01-20 23:11:16.032728,9,2.0,384,192,16.25,2304,2119,8454,7977
2024-01-20 23:11:17.036145,9,0.0,384,288,15.25,2400,2259,8590,8282
2024-01-20 23:11:18.037955,10,14.9,384,336,15.12,2304,2281,8494,8386
2024-01-20 23:11:19.040986,10,7.4,384,360,14.12,2304,2292,8494,8438
2024-01-20 23:11:20.041084,10,23.5,384,372,15.0,2304,2298,8494,8465
2024-01-20 23:11:21.043431,11,29.9,384,378,14.62,2208,2253,8400,8431
2024-01-20 23:11:22.045265,11,12.0,384,381,14.5,2400,2326,8590,8509
2024-01-20 23:11:23.045918,12,15.6,383,382,15.12,2302,2314,8491,8499
2024-01-20 23:11:24.046130,12,0.0,478,430,13.87,2393,2353,8670,8584
2024-01-20 23:11:25.048152,12,95.9,11332,5881,10.0,1905,2129,21866,15225
2024-01-20 23:11:26.049505,12,0.0,13141,9511,9.87,1810,1969,24075,19648
2024-01-20 23:11:27.050635,12,99.7,11999,10755,10.12,1905,1937,22761,21203
2024-01-20 23:11:28.053760,12,0.0,13141,11948,9.25,1905,1921,24034,22617
2024-01-20 23:11:29.051706,12,99.4,12570,12259,9.87,1810,1865,23271,22943
2024-01-20 23:11:30.051717,12,99.1,12570,12414,9.25,2001,1933,23462,23202
2024-01-20 23:11:31.052563,12,38.6,13046,12730,9.75,2001,1967,24176,23689
2024-01-20 23:11:32.057142,12,99.4,12284,12507,9.75,1905,1936,23046,23366
2024-01-20 23:11:33.059336,12,0.0,13228,12866,9.75,1809,1872,24120,23741
2024-01-20 23:11:34.069510,12,99.6,12284,12575,9.5,1905,1888,23046,23391
2024-01-20 23:11:35.066193,12,18.7,12951,12763,9.37,1905,1896,23747,23568
2024-01-20 23:11:36.067176,12,84.8,12941,12852,10.12,1809,1852,23738,23652
2024-01-20 23:11:37.065949,12,99.2,12475,12663,8.87,1905,1878,23271,23459
2024-01-20 23:11:38.065575,12,94.9,13038,12850,9.87,1904,1891,24063,23759
2024-01-20 23:11:39.064612,12,99.1,12665,12757,9.5,1904,1897,23466,23611
2024-01-20 23:11:40.056469,12,46.6,13237,12997,10.0,1809,1853,24129,23870
2024-01-20 23:11:41.055609,12,99.5,12094,12545,9.5,1905,1879,22856,23362
2024-01-20 23:11:42.057401,12,0.0,13237,12891,9.25,1810,1844,24130,23745
2024-01-20 23:11:43.057127,12,99.7,12380,12635,9.37,1905,1874,23182,23461
2024-01-20 23:11:44.059593,12,0.0,13141,12888,9.62,1810,1842,24043,23750
2024-01-20 23:11:45.057409,12,99.6,12309,12598,9.75,1814,1828,23034,23391
2024-01-20 23:11:46.061298,13,0.0,2686,7642,12.12,1726,1777,10758,17074
2024-01-20 23:11:47.065407,13,0.0,1152,4397,4.5,1440,1607,8480,12775
2024-01-20 23:11:48.056037,12,0.0,288,2342,3.12,1152,1380,7128,9951
2024-01-20 23:11:49.054186,12,0.0,0,1171,2.87,1152,1266,6803,8376
2024-01-20 23:11:50.056325,12,0.0,0,585,2.75,1152,1209,6801,7587
2024-01-20 23:11:51.055453,12,0.0,0,292,3.37,1152,1180,6801,7192
2024-01-20 23:11:52.056459,12,0.0,0,146,2.87,1152,1166,6801,6995
2024-01-20 23:11:53.056390,12,0.0,0,73,3.0,1152,1159,6761,6877
2024-01-20 23:11:54.059065,12,0.0,0,36,2.87,1152,1155,6761,6817
2024-01-20 23:11:55.065054,12,0.0,0,18,5.75,1440,1297,7089,6952
2024-01-20 23:11:56.061912,13,99.4,288,153,8.12,1824,1560,8072,7509
2024-01-20 23:11:57.059767,12,0.0,1536,844,6.75,1344,1452,8726,8117
2024-01-20 23:11:58.062228,12,0.0,960,902,3.12,1152,1302,7959,8038
2024-01-20 23:11:59.068350,12,0.0,288,595,5.12,1344,1323,7320,7678
2024-01-20 23:12:00.068858,12,0.0,0,297,4.87,1440,1381,7089,7381
2024-01-20 23:12:01.066739,13,99.7,2297,1297,7.75,1436,1408,10226,8803
2024-01-20 23:12:02.068641,13,99.6,10673,5985,9.62,1907,1657,21210,15006
2024-01-20 23:12:03.074111,13,0.0,12941,9463,9.25,1904,1780,23927,19465
2024-01-20 23:12:04.079172,13,99.7,12371,10917,9.62,1809,1794,23036,21249
2024-01-20 23:12:05.080123,13,2.0,12941,11929,9.62,1904,1849,23927,22586
2024-01-20 23:12:06.075972,13,99.4,12752,12340,9.62,1809,1829,23553,23068
2024-01-20 23:12:07.070782,13,50.9,12657,12498,9.37,1904,1866,23457,23261
2024-01-20 23:12:08.067967,13,99.5,12761,12629,9.62,1809,1837,23659,23458
2024-01-20 23:12:09.069903,13,8.0,12856,12742,9.0,1905,1871,23844,23650
2024-01-20 23:12:10.070946,13,99.4,12856,12799,9.75,1810,1840,23659,23653
2024-01-20 23:12:11.071127,13,99.0,12856,12827,8.87,1905,1872,23652,23651
2024-01-20 23:12:12.071888,13,99.3,13046,12936,9.75,1809,1840,23938,23792
2024-01-20 23:12:13.071266,13,99.5,12467,12701,9.25,1904,1872,23261,23525
2024-01-20 23:12:14.072507,13,0.0,13228,12963,9.87,1809,1840,24160,23841
2024-01-20 23:12:15.073434,13,99.1,13038,13001,9.25,1904,1872,24063,23951
2024-01-20 23:12:16.074342,13,47.5,12951,12976,9.62,1810,1841,23890,23920
2024-01-20 23:12:17.075331,13,99.2,12570,12773,9.0,1905,1873,23366,23643
2024-01-20 23:12:18.076379,13,0.0,13322,13047,10.12,1809,1841,24255,23948
