Client ID,Server Round,Start Time,End Time
1,1,2024-01-20 23:11:14,2024-01-20 23:11:44
1,2,2024-01-20 23:12:00,2024-01-20 23:12:21
1,3,2024-01-20 23:12:36,2024-01-20 23:12:57
1,4,2024-01-20 23:13:11,2024-01-20 23:13:32
1,5,2024-01-20 23:13:46,2024-01-20 23:14:07
1,6,2024-01-20 23:14:21,2024-01-20 23:14:42
1,7,2024-01-20 23:14:56,2024-01-20 23:15:17
1,8,2024-01-20 23:15:31,2024-01-20 23:15:53
1,9,2024-01-20 23:16:08,2024-01-20 23:16:29
1,10,2024-01-20 23:16:45,2024-01-20 23:17:06
1,11,2024-01-20 23:17:20,2024-01-20 23:17:41
1,12,2024-01-20 23:17:55,2024-01-20 23:18:16
1,13,2024-01-20 23:18:31,2024-01-20 23:18:52
1,14,2024-01-20 23:19:06,2024-01-20 23:19:27
1,15,2024-01-20 23:19:41,2024-01-20 23:20:02
1,16,2024-01-20 23:20:16,2024-01-20 23:20:37
1,17,2024-01-20 23:20:51,2024-01-20 23:21:12
1,18,2024-01-20 23:21:27,2024-01-20 23:21:48
1,19,2024-01-20 23:22:01,2024-01-20 23:22:23
1,20,2024-01-20 23:22:36,2024-01-20 23:22:57
1,21,2024-01-20 23:23:12,2024-01-20 23:23:34
1,22,2024-01-20 23:23:47,2024-01-20 23:24:08
1,23,2024-01-20 23:24:22,2024-01-20 23:24:44
1,24,2024-01-20 23:24:58,2024-01-20 23:25:19
1,25,2024-01-20 23:25:33,2024-01-20 23:25:54
1,26,2024-01-20 23:26:08,2024-01-20 23:26:30
1,27,2024-01-20 23:26:44,2024-01-20 23:27:05
1,28,2024-01-20 23:27:19,2024-01-20 23:27:41
1,29,2024-01-20 23:27:54,2024-01-20 23:28:16
1,30,2024-01-20 23:28:30,2024-01-20 23:28:52
