time,server_round,loss,accuracy
2024-01-20 23:36:19,1,2.3276991162981306,0.08883553421368548
2024-01-20 23:36:42,2,2.313441514968872,0.08883553421368548
2024-01-20 23:37:05,3,1.5248648950031825,0.45018007202881155
2024-01-20 23:37:29,4,1.263991458075387,0.5438175270108043
2024-01-20 23:37:52,5,1.2399772916521346,0.5642256902761105
2024-01-20 23:38:16,6,1.2443774087088448,0.5714285714285714
2024-01-20 23:38:38,7,1.2005681991577148,0.6086434573829532
2024-01-20 23:39:01,8,1.1731649807521276,0.6194477791116446
2024-01-20 23:39:25,9,1.1731847013745988,0.6230492196878752
2024-01-20 23:39:48,10,1.156299012047904,0.6446578631452581
2024-01-20 23:40:11,11,1.1351269142968314,0.6398559423769508
2024-01-20 23:40:34,12,1.1139889104025704,0.6398559423769508
2024-01-20 23:40:57,13,1.1815055097852434,0.6410564225690276
2024-01-20 23:41:20,14,1.1410636135510035,0.6494597839135654
2024-01-20 23:41:42,15,1.2121721506118774,0.631452581032413
2024-01-20 23:42:05,16,1.2070870229176112,0.6326530612244898
2024-01-20 23:42:29,17,1.2880195038659232,0.6362545018007203
2024-01-20 23:42:52,18,1.2355200222560339,0.6470588235294118
2024-01-20 23:43:15,19,1.2221244062696184,0.6482593037214885
2024-01-20 23:43:40,20,1.2480737822396415,0.6578631452581032
2024-01-20 23:44:03,21,1.2956947769437517,0.6470588235294118
2024-01-20 23:44:26,22,1.3292686087744576,0.6398559423769508
2024-01-20 23:44:48,23,1.2888192108699255,0.6662665066026411
2024-01-20 23:45:12,24,1.630383116858346,0.5990396158463386
2024-01-20 23:45:34,25,1.3845843757901872,0.6446578631452581
2024-01-20 23:45:58,26,1.3488709926605225,0.6494597839135654
2024-01-20 23:46:21,27,1.3547417947224207,0.6650660264105642
2024-01-20 23:46:44,28,1.4220126356397356,0.6470588235294118
2024-01-20 23:47:07,29,1.3957424334117345,0.6482593037214885
2024-01-20 23:47:31,30,1.4655781473432268,0.6410564225690276
