Client ID,Server Round,Start Time,End Time
2,1,2024-01-20 23:35:47,2024-01-20 23:36:11
2,2,2024-01-20 23:36:20,2024-01-20 23:36:35
2,3,2024-01-20 23:36:42,2024-01-20 23:36:58
2,4,2024-01-20 23:37:06,2024-01-20 23:37:21
2,5,2024-01-20 23:37:29,2024-01-20 23:37:45
2,6,2024-01-20 23:37:53,2024-01-20 23:38:09
2,7,2024-01-20 23:38:16,2024-01-20 23:38:32
2,8,2024-01-20 23:38:39,2024-01-20 23:38:54
2,9,2024-01-20 23:39:02,2024-01-20 23:39:17
2,10,2024-01-20 23:39:25,2024-01-20 23:39:41
2,11,2024-01-20 23:39:48,2024-01-20 23:40:04
2,12,2024-01-20 23:40:11,2024-01-20 23:40:27
2,13,2024-01-20 23:40:34,2024-01-20 23:40:49
2,14,2024-01-20 23:40:57,2024-01-20 23:41:12
2,15,2024-01-20 23:41:20,2024-01-20 23:41:36
2,16,2024-01-20 23:41:43,2024-01-20 23:41:58
2,17,2024-01-20 23:42:06,2024-01-20 23:42:21
2,18,2024-01-20 23:42:30,2024-01-20 23:42:45
2,19,2024-01-20 23:42:52,2024-01-20 23:43:08
2,20,2024-01-20 23:43:16,2024-01-20 23:43:31
2,21,2024-01-20 23:43:40,2024-01-20 23:43:56
2,22,2024-01-20 23:44:04,2024-01-20 23:44:19
2,23,2024-01-20 23:44:26,2024-01-20 23:44:42
2,24,2024-01-20 23:44:49,2024-01-20 23:45:04
2,25,2024-01-20 23:45:12,2024-01-20 23:45:27
2,26,2024-01-20 23:45:35,2024-01-20 23:45:50
2,27,2024-01-20 23:45:59,2024-01-20 23:46:14
2,28,2024-01-20 23:46:22,2024-01-20 23:46:37
2,29,2024-01-20 23:46:45,2024-01-20 23:47:01
2,30,2024-01-20 23:47:08,2024-01-20 23:47:23
