time,server_round,loss,accuracy
2024-01-20 22:56:34,1,2.1369138104575023,0.25690276110444177
2024-01-20 22:57:09,2,1.6050397838865007,0.4309723889555822
2024-01-20 22:57:44,3,1.4060791049684798,0.4921968787515006
2024-01-20 22:58:20,4,1.3662401267460413,0.5294117647058824
2024-01-20 22:58:55,5,1.359154394694737,0.5330132052821128
2024-01-20 22:59:30,6,1.3399380104882377,0.5342136854741897
2024-01-20 23:00:06,7,1.3974144799368722,0.5426170468187275
2024-01-20 23:00:41,8,1.4240423781531197,0.5510204081632653
2024-01-20 23:01:15,9,1.437365974698748,0.5570228091236494
2024-01-20 23:01:50,10,1.508938125201634,0.5570228091236494
2024-01-20 23:02:24,11,1.5362233434404646,0.5522208883553421
2024-01-20 23:03:00,12,1.5476715394428797,0.5666266506602641
2024-01-20 23:03:35,13,1.604466540472848,0.5774309723889556
2024-01-20 23:04:10,14,1.6337699379239763,0.5882352941176471
2024-01-20 23:04:44,15,1.6704535314014979,0.5858343337334934
2024-01-20 23:05:20,16,1.7455040386744909,0.5786314525810324
2024-01-20 23:05:55,17,1.7991292817252023,0.5834333733493398
2024-01-20 23:06:30,18,1.8033311537333898,0.5858343337334934
2024-01-20 23:07:05,19,1.8939963238579887,0.5774309723889556
2024-01-20 23:07:40,20,1.8820133549826485,0.581032412965186
