time,server_round,loss,accuracy
2024-01-20 22:05:53,1,2.3022837468555997,0.09843937575030012
2024-01-20 22:06:25,2,1.997251570224762,0.2112845138055222
2024-01-20 22:06:57,3,1.651877841779164,0.31932773109243695
2024-01-20 22:07:28,4,1.5913125446864538,0.3697478991596639
2024-01-20 22:07:58,5,1.7381172180175781,0.39735894357743096
2024-01-20 22:08:31,6,1.5266000713620866,0.4417767106842737
2024-01-20 22:09:04,7,1.5320516228675842,0.46218487394957986
2024-01-20 22:09:35,8,1.3770910373755865,0.4801920768307323
2024-01-20 22:10:07,9,1.435965291091374,0.47058823529411764
2024-01-20 22:10:37,10,1.4500964794840132,0.49459783913565425
2024-01-20 22:11:06,11,1.5097929068974085,0.5162064825930373
2024-01-20 22:11:36,12,1.278048506804875,0.5006002400960384
2024-01-20 22:12:07,13,1.42032367842538,0.5234093637454982
2024-01-20 22:12:38,14,1.3199905838285173,0.5162064825930373
2024-01-20 22:13:09,15,1.3464786495481218,0.5198079231692677
2024-01-20 22:13:41,16,1.2990085099424635,0.524609843937575
2024-01-20 22:14:12,17,1.2646250299045019,0.5090036014405762
2024-01-20 22:14:43,18,1.267697125673294,0.5330132052821128
2024-01-20 22:15:17,19,1.5334516848836626,0.5414165666266506
2024-01-20 22:15:47,20,1.4218301687921797,0.539015606242497
