Client ID,Server Round,Start Time,End Time
0,1,2024-01-20 22:05:05,2024-01-20 22:05:43
0,2,2024-01-20 22:05:54,2024-01-20 22:06:17
0,3,2024-01-20 22:06:26,2024-01-20 22:06:48
0,4,2024-01-20 22:06:57,2024-01-20 22:07:19
0,5,2024-01-20 22:07:29,2024-01-20 22:07:50
0,6,2024-01-20 22:07:59,2024-01-20 22:08:20
0,7,2024-01-20 22:08:32,2024-01-20 22:08:53
0,8,2024-01-20 22:09:04,2024-01-20 22:09:25
0,9,2024-01-20 22:09:36,2024-01-20 22:09:57
0,10,2024-01-20 22:10:07,2024-01-20 22:10:28
0,11,2024-01-20 22:10:37,2024-01-20 22:10:58
0,12,2024-01-20 22:11:07,2024-01-20 22:11:28
0,13,2024-01-20 22:11:37,2024-01-20 22:11:58
0,14,2024-01-20 22:12:07,2024-01-20 22:12:29
0,15,2024-01-20 22:12:39,2024-01-20 22:13:00
0,16,2024-01-20 22:13:10,2024-01-20 22:13:31
0,17,2024-01-20 22:13:42,2024-01-20 22:14:03
0,18,2024-01-20 22:14:13,2024-01-20 22:14:35
0,19,2024-01-20 22:14:43,2024-01-20 22:15:05
0,20,2024-01-20 22:15:18,2024-01-20 22:15:38
