time,server_round,loss,accuracy
2024-01-20 22:56:33,1,2.0029523202351163,0.2617046818727491
2024-01-20 22:57:09,2,1.4397897209439958,0.47539015606242496
2024-01-20 22:57:43,3,1.2802117381777083,0.5330132052821128
2024-01-20 22:58:18,4,1.2186118023736137,0.5726290516206483
2024-01-20 22:58:55,5,1.2345130102975028,0.5834333733493398
2024-01-20 22:59:30,6,1.2290911163602556,0.5798319327731093
2024-01-20 23:00:05,7,1.2280887109892709,0.5942376950780313
2024-01-20 23:00:40,8,1.2949948140553065,0.5870348139255702
2024-01-20 23:01:15,9,1.3039768763950892,0.595438175270108
2024-01-20 23:01:50,10,1.3654736110142298,0.595438175270108
2024-01-20 23:02:24,11,1.3771590845925468,0.5966386554621849
2024-01-20 23:03:00,12,1.4122320243290492,0.5894357743097239
2024-01-20 23:03:34,13,1.4621800695146834,0.5858343337334934
2024-01-20 23:04:09,14,1.515721116747175,0.6002400960384153
2024-01-20 23:04:45,15,1.531692487852914,0.6086434573829532
2024-01-20 23:05:21,16,1.5636388574327742,0.5966386554621849
2024-01-20 23:05:55,17,1.5979969501495361,0.6134453781512605
2024-01-20 23:06:31,18,1.6533613886151994,0.6134453781512605
2024-01-20 23:07:05,19,1.6387790782111031,0.6050420168067226
2024-01-20 23:07:40,20,1.692445090838841,0.6062424969987995
