time,server_round,train_loss,train_acc,val_loss,val_acc
2024-01-20 22:41:24,1,2.2391288522946633,0.1676,2.3028861113956998,0.08883553421368548
2024-01-20 22:41:58,2,2.0663221872459023,0.1988,2.303255932671683,0.08883553421368548
2024-01-20 22:42:34,3,1.8546251907186992,0.25706666666666667,2.297712666647775,0.08883553421368548
2024-01-20 22:43:03,4,1.7105756351503276,0.32293333333333335,1.9915914024625505,0.24729891956782712
2024-01-20 22:43:33,5,1.6070988845016996,0.38093333333333335,1.6954621587480818,0.3505402160864346
2024-01-20 22:44:06,6,1.4962068513288336,0.43266666666666664,1.5950040817260742,0.40816326530612246
2024-01-20 22:44:35,7,1.4007664130905928,0.47813333333333335,1.568382637841361,0.4105642256902761
2024-01-20 22:45:04,8,1.3296599448737452,0.5076,1.5588593312672205,0.4477791116446579
2024-01-20 22:45:34,9,1.258846505213592,0.5352,1.5054047448294503,0.4477791116446579
2024-01-20 22:46:03,10,1.1985025284654003,0.5598666666666666,1.5096255029950822,0.44537815126050423
2024-01-20 22:46:33,11,1.142202806674828,0.5849333333333333,1.5721580982208252,0.44057623049219685
2024-01-20 22:47:02,12,1.0864691845441268,0.6053333333333333,1.6115556614739555,0.42857142857142855
2024-01-20 22:47:31,13,1.0551832490048165,0.6204,1.5538808107376099,0.4717887154861945
2024-01-20 22:48:00,14,1.0038459543454445,0.6364,1.5236844164984567,0.47539015606242496
2024-01-20 22:48:29,15,0.9802280553316666,0.6474666666666666,1.6292999471936906,0.44657863145258103
2024-01-20 22:48:58,16,0.9362675678932061,0.6672,1.541364346231733,0.4717887154861945
2024-01-20 22:49:28,17,0.8934846985138069,0.6785333333333333,1.619873080934797,0.46938775510204084
2024-01-20 22:49:57,18,0.8767527695429527,0.6842666666666667,1.5254407269614083,0.47539015606242496
2024-01-20 22:50:26,19,0.8327399078062026,0.6968,1.608059014592852,0.4837935174069628
2024-01-20 22:50:56,20,0.8035324680603156,0.7121333333333333,1.5769954408918108,0.4717887154861945
