Client ID,Server Round,Start Time,End Time
0,1,2024-01-20 23:11:14,2024-01-20 23:11:44
0,2,2024-01-20 23:12:00,2024-01-20 23:12:21
0,3,2024-01-20 23:12:35,2024-01-20 23:12:56
0,4,2024-01-20 23:13:11,2024-01-20 23:13:32
0,5,2024-01-20 23:13:46,2024-01-20 23:14:07
0,6,2024-01-20 23:14:21,2024-01-20 23:14:42
0,7,2024-01-20 23:14:56,2024-01-20 23:15:17
0,8,2024-01-20 23:15:31,2024-01-20 23:15:52
0,9,2024-01-20 23:16:07,2024-01-20 23:16:28
0,10,2024-01-20 23:16:45,2024-01-20 23:17:07
0,11,2024-01-20 23:17:20,2024-01-20 23:17:41
0,12,2024-01-20 23:17:55,2024-01-20 23:18:16
0,13,2024-01-20 23:18:31,2024-01-20 23:18:52
0,14,2024-01-20 23:19:06,2024-01-20 23:19:27
0,15,2024-01-20 23:19:41,2024-01-20 23:20:02
0,16,2024-01-20 23:20:16,2024-01-20 23:20:37
0,17,2024-01-20 23:20:52,2024-01-20 23:21:13
0,18,2024-01-20 23:21:27,2024-01-20 23:21:49
0,19,2024-01-20 23:22:00,2024-01-20 23:22:22
0,20,2024-01-20 23:22:36,2024-01-20 23:22:58
0,21,2024-01-20 23:23:12,2024-01-20 23:23:33
0,22,2024-01-20 23:23:47,2024-01-20 23:24:09
0,23,2024-01-20 23:24:22,2024-01-20 23:24:43
0,24,2024-01-20 23:24:58,2024-01-20 23:25:20
0,25,2024-01-20 23:25:33,2024-01-20 23:25:55
0,26,2024-01-20 23:26:08,2024-01-20 23:26:30
0,27,2024-01-20 23:26:44,2024-01-20 23:27:06
0,28,2024-01-20 23:27:19,2024-01-20 23:27:41
0,29,2024-01-20 23:27:54,2024-01-20 23:28:16
0,30,2024-01-20 23:28:30,2024-01-20 23:28:52
