Client ID,Server Round,Start Time,End Time
4,1,2024-01-20 22:40:54,2024-01-20 22:41:23
4,2,2024-01-20 22:41:34,2024-01-20 22:41:54
4,3,2024-01-20 22:42:14,2024-01-20 22:42:34
4,4,2024-01-20 22:42:44,2024-01-20 22:43:03
4,5,2024-01-20 22:43:14,2024-01-20 22:43:33
4,6,2024-01-20 22:43:46,2024-01-20 22:44:06
4,7,2024-01-20 22:44:16,2024-01-20 22:44:36
4,8,2024-01-20 22:44:45,2024-01-20 22:45:05
4,9,2024-01-20 22:45:14,2024-01-20 22:45:34
4,10,2024-01-20 22:45:44,2024-01-20 22:46:03
4,11,2024-01-20 22:46:14,2024-01-20 22:46:33
4,12,2024-01-20 22:46:43,2024-01-20 22:47:02
4,13,2024-01-20 22:47:12,2024-01-20 22:47:31
4,14,2024-01-20 22:47:41,2024-01-20 22:48:00
4,15,2024-01-20 22:48:10,2024-01-20 22:48:29
4,16,2024-01-20 22:48:39,2024-01-20 22:48:58
4,17,2024-01-20 22:49:09,2024-01-20 22:49:28
4,18,2024-01-20 22:49:38,2024-01-20 22:49:58
4,19,2024-01-20 22:50:07,2024-01-20 22:50:26
4,20,2024-01-20 22:50:37,2024-01-20 22:50:56
