time,server_round,train_loss,train_acc,val_loss,val_acc
2024-01-20 22:41:23,1,2.2402384038698875,0.15866666666666668,2.3032184668949673,0.09483793517406963
2024-01-20 22:41:54,2,2.0894196235527427,0.18946666666666667,2.3049894060407365,0.09483793517406963
2024-01-20 22:42:34,3,1.87554383884042,0.2544,2.3035412515912737,0.10324129651860744
2024-01-20 22:43:03,4,1.7300902625261727,0.31533333333333335,2.017637542315892,0.23289315726290516
2024-01-20 22:43:33,5,1.618473857136096,0.3837333333333333,1.7178795848573958,0.35294117647058826
2024-01-20 22:44:06,6,1.5232822127261405,0.4278666666666667,1.6455305474145072,0.3745498199279712
2024-01-20 22:44:36,7,1.4319568508762424,0.4696,1.6090124334607805,0.40456182472989194
2024-01-20 22:45:05,8,1.3435269068863431,0.5090666666666667,1.5941416876656669,0.41656662665066024
2024-01-20 22:45:34,9,1.2859164496599618,0.5229333333333334,1.5942437989371163,0.42136854741896757
2024-01-20 22:46:03,10,1.2054556648610002,0.558,1.6018949406487601,0.453781512605042
2024-01-20 22:46:33,11,1.1587953284635382,0.5798666666666666,1.548851796558925,0.4225690276110444
2024-01-20 22:47:02,12,1.1226130946207855,0.5932,1.6093710320336478,0.44057623049219685
2024-01-20 22:47:31,13,1.069909360449193,0.6104,1.5691670349666051,0.4597839135654262
2024-01-20 22:48:00,14,1.0351546002646623,0.6316,1.6128570863178797,0.43217286914765907
2024-01-20 22:48:29,15,1.0055829195652979,0.6373333333333333,1.5911441360201155,0.4777911164465786
2024-01-20 22:48:58,16,0.9478874812691899,0.6612,1.6482099975858415,0.44057623049219685
2024-01-20 22:49:28,17,0.9170808670884472,0.6725333333333333,1.6020304645810808,0.460984393757503
2024-01-20 22:49:58,18,0.9015954318693129,0.6792,1.666119933128357,0.4489795918367347
2024-01-20 22:50:26,19,0.8557228930925919,0.694,1.629253693989345,0.4837935174069628
2024-01-20 22:50:56,20,0.8170227893328262,0.7118666666666666,1.596914597920009,0.4921968787515006
