time,server_round,loss,accuracy
2024-01-20 22:05:53,1,2.3015521935054233,0.09603841536614646
2024-01-20 22:06:25,2,2.0329971058028087,0.226890756302521
2024-01-20 22:06:57,3,1.760075100830623,0.2857142857142857
2024-01-20 22:07:28,4,1.8108202644756861,0.34933973589435774
2024-01-20 22:07:58,5,1.6393756440707616,0.4105642256902761
2024-01-20 22:08:31,6,1.5917034915515356,0.43577430972388953
2024-01-20 22:09:04,7,1.5066399574279785,0.468187274909964
2024-01-20 22:09:35,8,1.4904532943453108,0.49459783913565425
2024-01-20 22:10:07,9,1.4343090057373047,0.4885954381752701
2024-01-20 22:10:37,10,1.396055885723659,0.49819927971188477
2024-01-20 22:11:06,11,1.3129702040127345,0.503001200480192
2024-01-20 22:11:36,12,1.346751528126853,0.4921968787515006
2024-01-20 22:12:07,13,1.5226833479745048,0.5138055222088835
2024-01-20 22:12:38,14,1.306248011333602,0.5198079231692677
2024-01-20 22:13:09,15,1.3074847630092077,0.5102040816326531
2024-01-20 22:13:41,16,1.3099591306277685,0.5078031212484994
2024-01-20 22:14:12,17,1.2853331416845322,0.5198079231692677
2024-01-20 22:14:43,18,1.2850069999694824,0.5078031212484994
2024-01-20 22:15:17,19,1.3827937245368958,0.5258103241296519
2024-01-20 22:15:47,20,1.4025166971342904,0.5342136854741897
